english,translate
"She's not necessarily stuck. Zojja's done great things on her own...but you're right about me. If I don't finish this, I'll always wonder. Let's talk power sources.","Она не обязательно застряла. Zojja совершила великие дела сама по себе... но ты прав насчет меня. Если я не закончу это, я буду гадать всю жизнь. Давай обсудим источники энергии."
She's right over there. Good luck.,Она вон там. Удачи.
She's taken a slight interest in me. I can't say that I mind...she's very well connected.,"Она проявила ко мне небольшой интерес. Не могу сказать, что я против... у неё очень хорошие связи."
"She's the living legend who, with her wolf Garm, triumphed over one of Jormag's mightiest lieutenants. And she's a brilliant sculptor! Yes, the skaalds will sing of her for generations.","Она живая легенда, которая вместе со своим волком Garm одержала победу над одним из самых могущественных лейтенантов Jormag. А ещё она блестящий скульптор! Да, скальды будут воспевать её поколениями."
Shh. Here they come.,Тсс. Вот они идут.
Shhhhh. She'll hear you. It is. They finally let her out.,Тс-с-с-с. Она услышит вас. Это она. Её наконец-то выпустили.
"Shodd and I conducted the final test on the upgraded Infinity Ball, which quickly turned into a dangerous and surreal fiasco: variant versions of ourselves from a parallel universe came through with an army of mechanical fiends, bent on conquering this world like they conquered their own. Fortunately, Zojja was there to help us fight them off. I don't think Shodd learned his lesson yet, but I did: too much ego in a genius is like too much arcano-static energy in your crystalline storage matrix—spectacular to behold, but it will inevitably blow up in your face.","Мы с Shodd провели финальное испытание улучшенного Infinity Ball, которое быстро превратилось в опасное и сюрреалистичное фиаско: через него прорвались наши альтернативные версии из параллельной вселенной с армией механических чудовищ, намеревающихся покорить этот мир так же, как они покорили свой. К счастью, Zojja была рядом и помогла нам отбиться. Не думаю, что Shodd усвоил урок, но я — да: слишком большое эго у гения — это как слишком много аркано-статической энергии в кристаллической матрице хранения: зрелище эффектное, но в конечном итоге оно неизбежно взорвется у тебя в руках."
"Shodd and I managed to obtain the power source we need from the Inquest, but the plan did not go off without a hitch...in fact, like all of Shodd's plans so far, this one was decidedly hitch-heavy. As we accomplished our mission, however, we decided to press on and take the final step toward making the Infinity Ball work as it was always intended to work.","Shodd и мне удалось добыть нужный источник энергии у Инквестов, но план прошёл не без сучка и задоринки... на самом деле, как и все планы Shodd до этого, этот был полон проблем. Однако, выполнив задание, мы решили двигаться дальше и сделать последний шаг к тому, чтобы Infinity Ball заработал так, как и должен был."
Shodd beckons to %str1%.,Shodd манит %str1%.
"Shodd set up a test for my Infinity Ball at the Megahedron Collider, but the results were...problematic. After the collider supercharged the Infinity Ball, a portal opened up and strange mechanized monsters came pouring out. We took care of them, and despite some serious misgivings on my part, Shodd and I agreed to continue with our tests—in a much safer and more remote location.","Shodd устроил испытание для моего Infinity Ball на Megahedron Collider, но результаты были... проблематичными. После того как коллайдер зарядил Infinity Ball, открылся портал, и из него хлынули странные механизированные монстры. Мы разобрались с ними, и, несмотря на серьёзные сомнения с моей стороны, мы с Shodd договорились продолжить испытания — в гораздо более безопасном и отдаленном месте."
Shore up the lab's defenses.,Укрепите оборону лаборатории.
Shouldn't you be down on the battlefield?,Разве ты не должен быть на поле боя?
"Shouldn't you be down on the battlefield? This is sniping range, right?","Разве ты не должен быть на поле боя? Это же дистанция для снайпера, верно?"
"Shout if you need help. I can cut a path through these ghosts like an igneous blade through butter. Oh, and %str1%—if you die up there, our friendship is over.","Кричи, если нужна помощь. Я могу прорубить путь сквозь этих призраков, как огненный клинок сквозь масло. О, и %str1% — если ты там умрешь, нашей дружбе конец."
Show Gaets that you can curse with the best of 'em!,"Показать Gaets, что ты умеешь проклинать не хуже других!"
Show the proof to the hylek chief.,Покажи доказательство вождю hylek.
"Shut up, you little whiner, and hold still. I've been looking forward to this.","Заткнись, нытик, и стой смирно. Я долго ждал этого момента."
Sicaea the Shrouded and I secured the password to the Flame Legion camp.,Sicaea the Shrouded и я получили пароль от лагеря Flame Legion.
"Sieran and I retrieved the Sanguinary Blade from Steag Frostbeard. Sieran's managed to contain the sword so it can't corrupt anyone, and now we just have to take the blade back to Gixx.","Sieran и я вернули Кровавый клинок у Steag Frostbeard. Sieran удалось сдержать меч, чтобы он никого не осквернил, и теперь нам просто нужно отнести клинок обратно Gixx."
"Sieran and I tracked the Sanguinary Blade to the tomb of the dwarf Dagnar Stonepate, founder of the Stone Summit faction. We made our way past a series of traps only to find Steag Frostbeard and the Sons of Svanir. Frostbeard used the Sanguinary Blade to create a monster and escaped in the confusion. We decided to develop a method of containing the blade's power before we tackle Frostbeard again.","Мы с Sieran выследили Sanguinary Blade до гробницы дворфа Dagnar Stonepate, основателя фракции Stone Summit. Мы миновали серию ловушек, только чтобы обнаружить там Steag Frostbeard и Sons of Svanir. Frostbeard использовал Sanguinary Blade, чтобы создать монстра, и сбежал в суматохе. Мы решили разработать метод сдерживания силы меча, прежде чем снова столкнемся с Frostbeard."
Sieran: We've broken through. The way is clear. Go!,Мы прорвались. Путь свободен. Вперёд!
Sighting of a Legend,Видение легенды
"Since I have left Kryta, I become more and more certain this was the right thing to do. So many other parts of the world are worse off than our kingdom. It is disheartening. I hear that Zojja and Eir are headed toward Dredgehaunt Cliffs (for what reason, I can't guess). In the spirit of your victory and unification of the three Orders, I've decided to set upon a journey that seems long overdue—to find Rytlock, and offer him the hand of friendship. The High Legions are once more under attack from an old enemy, the Flame Legion. Perhaps that will convince him that he still needs an old friend.","С тех пор как я покинул Крайту, я все больше убеждаюсь, что это было правильным решением. Так много других частей мира находятся в худшем положении, чем наше королевство. Это удручает. Я слышал, что Зойя и Эйр направляются к Dredgehaunt Cliffs (по какой причине, я не могу догадаться). В духе вашей победы и объединения трех Орденов, я решил отправиться в путешествие, которое давно назрело — найти Ритлока и предложить ему руку дружбы. Высшие Легионы снова подвергаются атакам старого врага, Flame Legion. Возможно, это убедит его, что он все ещё нуждается в старом друге."
"Since you showed up, the Vigil's made great strides against the dragons. I'd follow you into the Mists, %str1%. Just tell me where to fight.","С тех пор как вы появились, Дозор добился больших успехов в борьбе с драконами. Я бы последовал за вами даже в Туманы, %str1%. Просто скажите, где сражаться."
Sink the Dead Ship.,Потопите корабль мертвецов.
"Skritt fight! Caves are no problem. You stay near us. We'll protect you, %str1%.","Skritt сражаются! Пещеры — не проблема. Держись рядом с нами. Мы защитим тебя, %str1%."
Slaughter your enemies.,Перебей своих врагов.
Slay Ormi,Убей Ormi
Slay Uldek and his pet.,Убейте Uldek и его питомца.
Slay the Elder Dragon Zhaitan.,Убей Старшего Дракона Zhaitan.
Slay the Pernicious Viper,Убейте Pernicious Viper
Slay the Risen.,Убивайте Восставших.
Slay the abominations.,Убить поганищ.
"Slayer of Issormir!By the four great Spirits, but your legend grows like a young wolf! The rumors in Lion's Arch say that you and Trahearne fought against the dragon's minions, and that you single handedly wrestled the Plaguebringer to the ground. The city celebrates your victory, the like of which I have not seen since my days as a gladiator! And Orr, they say, is your next goal—Orr, and the dragon. I am truly proud, my friend. You have come so far from our days in the Shiverpeaks.","Убийца Issormir!Клянусь четырьмя великими Духами, твоя легенда растет, как у молодого волка! Слухи в Lion's Arch гласят, что ты и Trahearne сражались с приспешниками дракона и что ты в одиночку повалил Plaguebringer на землю. Город празднует твою победу, подобной которой я не видел со времен своих гладиаторских боев! И Orr, говорят, твоя следующая цель — Orr и сам дракон. Я искренне горжусь тобой, мой друг. Ты прошёл такой долгий путь с наших дней в Shiverpeaks."
"Slow down, partner. We have to achieve magnificence before we can claim it.","Притормози, напарник. Мы должны достичь величия, прежде чем сможем его заявить."
Smash rocks to lure out the dredge.,"Разбей камни, чтобы выманить дреджей."
Smash the soul-cell generators.,Разбейте генераторы ячеек души.
Smash weapon racks to draw out Mallus the Impure.,"Разбейте стойки с оружием, чтобы выманить Mallus the Impure."
"Smodur the Unflinching, Imperator of the Iron Legion","Смодур Непоколебимый, Император Iron Legion"
Sneak upstairs and eavesdrop on the Ministry Guard.,Поднимись наверх и подслушай Ministry Guard.
"Snipers and mortars are fine, but the real meat of battle...is up close.","Снайперы и минометы — это хорошо, но настоящая суть битвы... в ближнем бою."
"Snowshoe Hare! She's one of the lesser spirits, but she's smart as Raven, loyal as Wolf, strong as Bear...well, at least in the legs. Kind of.","Snowshoe Hare! Она один из малых духов, но она умна, как Raven, верна, как Wolf, сильна, как Bear... ну, по крайней мере, ногами. Вроде того."
So Goreblade's our commanding officer?,"Значит, Goreblade — наш командир?"
"So far, so good, %str1%. We've built the ammunition, but it's up to the other orders to use what we've given. Do you still trust them?","Пока все идет хорошо, %str1%. Мы создали боеприпасы, но теперь дело за другими орденами — использовать то, что мы дали. Ты все ещё им доверяешь?"
"So it's a two-fer, eh? Our benefit to the Inquest's detriment. Let's do it.","Значит, два зайца одним выстрелом, да? Наша выгода за счёт Inquest. Давай сделаем это."
So much for hospitality and kindness. Good-bye.,Вот тебе и гостеприимство с добротой. Прощай.
"So they let Tybalt out of his cave! You must be special, %str1%. I've even heard your name, here and there.","Значит, они выпустили Tybalt из его пещеры! Ты, должно быть, особенный, %str1%. Я даже слышал твое имя тут и там."
"So what's it going to be, %str1%? You should choose quickly, before the situation gets worse.","Ну так что, %str1%? Тебе стоит поторопиться, пока ситуация не ухудшилась."
"So you're the individual controlling those golems? Well done, and not a scratch on you. Thank the gods for the Durmand Priory!","Значит, это ты управляешь теми големами? Отлично сработано, и ни царапины. Слава богам, что есть Durmand Priory!"
"So, About That Infinity Ball","Так, насчет того Шара Бесконечности"
"So, Goreblade's our commanding officer?","Значит, Goreblade — наш командир?"
"So, Zamon's been caught at last? I always knew that man was up to no good.","Значит, Zamon наконец-то пойман? Я всегда знал, что этот человек замышляет недоброе."
"So, are you excited about finding your parents' house, %str1%? We were lucky to find the information.","Ну что, ты взволнован тем, что нашёл дом своих родителей, %str1%? Нам повезло, что мы нашли эту информацию."
"So, hunter, are you ready to start making a name for yourself? There's plenty of game out there, if you missing ""are"" skilled enough to find it.","Итак, охотник, ты готов сделать себе имя? Там полно дичи, если ты достаточно умел, чтобы найти её."
"So, you feel ready then?","Итак, вы чувствуете, что готовы?"
"So, you're the hunter that everyone's talking about? Not bad. What's your boast?","Значит, ты тот самый охотник, о котором все говорят? Неплохо. Чем похвастаешься?"
"So...fool some drunken Sons, or cause a minotaur stampede? Let me know what you decide. Legends have to learn to make choices like this.","Итак... одурачить пьяных Сынов или устроить стампид минотавров? Дай мне знать, что ты решишь. Легенды должны учиться делать такой выбор."
Some say we should not fight Jormag. I say the greatest risk is to wager nothing at all.,"Некоторые говорят, что нам не следует сражаться с Jormag. Я говорю, что самый большой риск — это ничем не рисковать."
"Some. Quaggan provided all the inspirational and magical help a varanos could. Combined with that, Baroosh's contribution may be enough.","Кое-кто. Квагган оказал всю вдохновляющую и магическую помощь, какую только мог varanosVaronos. В сочетании с этим, вклад Baroosh может оказаться достаточным."
"Somebody, sound the alarm! Call the Guard!","Кто-нибудь, поднимите тревогу! Зовите стражу!"
"Someday. For now, leave the tanks to the experts.",Когда-нибудь. А пока оставь танки экспертам.
Someone as charming as you shouldn't be so shy!,Такая очаровательная особа не должна быть такой застенчивой!
"Someone mentioned something about Lady Madeline, but I can't remember it precisely. Curse this addled brain of mine. Ask the cook.","Кто-то упоминал что-то о Lady Madeline, но я не могу вспомнить точно. Будь проклят мой дырявый мозг. Спросите у повара."
"Someone tampered with my VAL-A schematics, and built a murder-golem! Who would've done such a thing? I'd better find out, and quickly.","Кто-то подделал мои схемы VAL-A и создал голема-убийцу! Кто мог такое сотворить? Нужно выяснить это, и как можно скорее."
"Someone, please, save the children!","Кто-нибудь, пожалуйста, спасите детей."
"Something I can do for you, %str1%? You're off to a fine start in our ranks.","Могу я чем-то помочь, %str1%? Вы неплохо начали службу в наших рядах."
"Something I can do for you, %str1%? You've proven a credit to your order.","Могу я чем-то помочь, %str1%? Вы доказали, что являетесь ценным членом нашего ордена."
"Something we picked up from the Ascalonians. Someone simply needs to mark the target and signal me, and it'll burn.","Мы подобрали их у аскалонцев. Кому-то нужно просто отметить цель и подать мне сигнал, и все сгорит."
"Something went horribly wrong. I reported to Warmaster Caisson's artillery unit to assist them with their mission. I was put in charge of a mortar team's fire mission, but when the smoke cleared, I saw we had been shelling our own troops. How could this have happened? I know I saw the enemy when I gave the order to fire. This could have catastrophic effects on the newly formed Pact's chain of command, so I decided my top priority is getting to the bottom of this.","Что-то пошло ужасно не так. Я доложил артиллерийскому подразделению Warmaster Caisson, чтобы помочь им с заданием. Меня назначили ответственным за огневую задачу минометного расчёта, но когда дым рассеялся, я увидел, что мы обстреливали наши собственные войска. Как это могло произойти? Я знаю, что видел врага, когда отдавал приказ открыть огонь. Это может иметь катастрофические последствия для цепочки командования недавно сформированного Pact, поэтому я решил, что мой главный приоритет — докопаться до истины."
"Somewhat improved, but she remains in poor health. I beg your pardon, my Lord. May we speak of happier matters?","Немного лучше, но она все ещё слаба здоровьем. Прошу прощения, мой лорд. Можем ли мы поговорить о чем-то более приятном?"
Sorry to disappoint you. Gordan! Reginald! Muster the men! One hundred gold to the soldier who silences these two-for good.,"Жаль разочаровывать тебя. Gordan! Reginald! Собрать людей! Сто золотых тому солдату, который заставит этих двоих замолчать — навсегда."
"Sorry to ditch you like that, but Emer would never have let me make the trade, and I didn't have time to argue. Once I get Sesric back, I'll meet you at Highpass Haven. If you and Emer still want to bring me in, I'll go quietly, but not until Sesric is safe. I hope you understand. Thanks for helping me. I will see you at the haven when this is all over.","Прости, что бросил тебя, но Emer ни за что не позволила бы мне совершить сделку, а спорить было некогда. Как только я верну Sesric, я встречусь с тобой в Highpass Haven. Если вы с Emer все ещё хотите меня арестовать, я сдамся без боя, но только когда Sesric будет в безопасности. Надеюсь, ты понимаешь. Спасибо за помощь. Увидимся в убежище, когда все закончится."
Sounds brilliant. Let's see how they work.,"Звучит отлично. Посмотрим, как они работают."
Sounds good to me. Let's move out.,Звучит неплохо. Выдвигаемся.
"Sounds good, but I seek other prey. Let me ask you about something else.","Звучит неплохо, но я ищу другую добычу. Позволь спросить о чем-то ещё."
"Sounds good. I can see our future now: Shood and %str1%, geniuses at large.","Звучит неплохо. Уже вижу наше будущее: Shodd и %str1%, гении на свободе."
Sounds good. I'm eager to see what the Infinity Ball can do in a more controlled environment.,"Звучит неплохо. Мне не терпится увидеть, на что способен Infinity Ball в более контролируемых условиях."
Sounds good. Let's move out.,Звучит неплохо. Выдвигаемся.
Sounds perfect. Just be ready to move quickly when things get ugly.,"Звучит идеально. Просто будьте готовы быстро действовать, когда все станет плохо."
Sounds perfect. Just be ready to move quickly when things turn ugly.,"Звучит идеально. Просто будьте готовы быстро действовать, когда все станет плохо."
"Soure, you're on the mortar. Wait till we mark target with green smoke, then light them up.","Soure, ты на миномете. Жди, пока мы не обозначим цель зелёным дымом, а потом накрывай их."
Spar with Dasha the Basher.,Сразитесь с Dasha the Basher.
Spatha Greatblade,Spatha Greatblade
Spatha Greatblade points at %str1%.,Spatha Greatblade указывает на %str1%.
Spatha Greatblade salutes %str1%.,Spatha Greatblade отдает честь %str1%.
Speak to Agent Batanga to get another dose of amnesia gas.,"Поговорите с Agent Batanga, чтобы получить ещё одну дозу газа амнезии."
Speak to Almorra.,Поговорить с Almorra.
Speak to Ballista Geargrind.,Поговори с Ballista Geargrind.
Speak to Ballista for further orders.,Поговори с Ballista для получения дальнейших приказов.
Speak to Bear Havroun Grechen.,Поговорите с Bear Havroun Grechen.
Speak to Beigarth the Smith in Hoelbrak.,Поговори с Beigarth the Smith в Hoelbrak.
Speak to Caithe in the Grove.,Поговорите с Caithe в Роще.
Speak to Captain Antje at Fort Trinity's submarine dock.,Поговорите с Captain Antje на доке подводных лодок в Fort Trinity.
Speak to Captain Barnicus.,Поговорить с Captain Barnicus.
Speak to Captain Thackeray in Divinity's Reach.,Поговорите с Captain Thackeray в Divinity's Reach.
Speak to Chief Quecuan.,Поговорите с Chief Quecuan.
"Speak to Demmi and Batanga, and decide your next course of action.","Поговори с Demmi и Agent Batanga и реши, что делать дальше."
Speak to Eir,Поговори с Eir
Speak to Eir Stegalkin.,Поговорите с Eir Stegalkin.
"Speak to Eir to choose: keep Romke's horn, or destroy it.","Поговори с Eir, чтобы сделать выбор: оставить рог Romke или уничтожить его."
Speak to Elder Thruln.,Поговори с Elder Thruln.
Speak to Explorer Hekja.,Поговорите с Explorer Hekja.
Speak to Fastulf Jotharsson in the Wolf Lodge in Hoelbrak.,Поговори с Fastulf Jotharsson в Wolf Lodge в Hoelbrak.
Speak to Followed by Night at the Song of Final Exile.,Поговорите с Followed by Night в Song of Final Exile.
Speak to Forgal at Vigil Keep.,Поговорите с Forgal в Vigil Keep.
Speak to Ftokchak.,Поговори с Ftokchak.
Speak to Fyon the Wraith.,Поговорите с Fyon the Wraith.
Speak to Gairwen.,Поговорите с Gairwen.
Speak to Havroun Svena at the Snow Leopard Shrine.,Поговори с Havroun Svena в святилище Снежного Леопарда.
Speak to Havroun Svena.,Поговори с Havroun Svena.
Speak to Klaes about the amulet.,Поговори с Klaes об амулете.
Speak to Korag.,Поговори с Korag.
Speak to Korukhan.,Поговори с Korukhan.
Speak to Krennak the Short.,Поговорите с Krennak the Short.
Speak to Lagula.,Поговори с Lagula.
Speak to Logan Thackeray.,Поговори с Logan Thackeray.
Speak to Logan.,Поговорить с Logan.
Speak to Malyck,Поговорите с Malyck
Speak to Malyck about his plan.,Поговори с Malyck о его плане.
"Speak to Noctis, the Harathi leader.","Поговорите с Noctis, лидером Harathi."
Speak to Prott at the Durmand Priory.,Поговорите с Prott в Durmand Priory.
Speak to Rytlock in his office at the top of Imperator's Gate.,Поговорите с Rytlock в его кабинете на вершине Врат Императора.
Speak to Sayeh al 'Rajihd.,Поговори с Sayeh al 'Rajihd.
Speak to Scholar Vivian about the test results.,Поговорите с Scholar Vivian о результатах теста.
Speak to Shaman Gamli at the Wolf Shrine.,Поговорите с Shaman Gamli в Wolf Shrine.
Speak to Shodd.,Поговорите с Shodd.
Speak to Soure Doomsday.,Поговорите с Soure Doomsday.
Speak to Supervisor Wenn at the Luminates Plant's Megahedron Collider.,Поговорите с Supervisor Wenn на Megahedron Collider завода Luminates.
Speak to Tegwen and Carys.,Поговори с Tegwen и Carys.
Speak to Trahearne.,Поговорите с Trahearne.
Speak to Uzolan.,Поговорите с Uzolan.
Speak to Zojja.,Поговорите с Zojja.
Speak to merchant Saegris.,Поговори с торговцем Saegris.
Speak to the Durmand Priory scholar.,Поговори с учёным Durmand Priory.
"Speak to the Flame Legion agent, Aethin Skulltwister.","Поговорите с агентом Flame Legion, Aethin Skulltwister."
Speak to the Pale Tree.,Поговорите с Pale Tree.
Speak to the Vault Librarian.,Поговори с Библиотекарем Хранилища.
Speak to the Wolf Shaman.,Поговори с Wolf Shaman.
Speak to the ambassadors and choose a plan of action.,Поговорите с послами и выберите план действий.
Speak to the dredge researcher.,Поговорите с исследователем дреджей.
Speak to the grawl shaman.,Поговори с шаманом граулов.
Speak to the head scholar.,Поговорите с главным учёным.
Speak to the lookout at the wrecking yard.,Поговорите с дозорным на свалке.
Speak to the messenger.,Поговорите с гонцом.
Speak to the order officials.,Поговорите с представителями орденов.
Speak to the order reps.,Поговорите с представителями орденов.
Speak to the raving sylvari.,Поговори с бредящим сильвари.
Speak to the record clerk.,Поговорите с клерком архива.
Speak to your father in the stockade.,Поговорите со своим отцом в тюрьме.
Speak to your friend.,Поговори со своим другом.
Speak to your quaggan contact.,Поговорите со своим контактом-квагганом.
Speak to your warband and order them to hide.,Прикажи своему отряду спрятаться.
Speak with Almorra.,Поговори с Almorra.
Speak with Amaranda the Lonesome.,Поговорите с Amaranda the Lonesome.
Speak with Andrew.,Поговори с Andrew.
Speak with Anise to get a disguise.,"Поговорите с Anise, чтобы получить маскировку."
Speak with Barkeep Gallowknot.,Поговорите с Barkeep Gallowknot.
Speak with Barron and Fero.,Поговорите с Barron и Fero.
Speak with Boris the Beast,Поговорите с Boris the Beast
Speak with Cai at the pit-fighting competition.,Поговори с Cai на турнире по боям в яме.
Speak with Cai.,Поговорите с Cai.
Speak with Caithe and decide how to proceed.,"Поговори с Caithe и реши, как действовать дальше."
Speak with Caithe's spirit.,Поговори с духом Caithe.
Speak with Captain Fel Vaerdenmer.,Поговорите с Captain Fel Vaerdenmer.
Speak with Captain Romke.,Поговорите с Капитаном Romke.
Speak with Captain Tervelan at Eldvin Monastery.,Поговорите с Captain Tervelan в Eldvin Monastery.
Speak with Captain Thackeray.,Поговори с капитаном Logan Thackeray.
Speak with Chief Quecuan about entering the tournament.,Поговори с Chief Quecuan об участии в турнире.
Speak with Chief Quecuan in the village.,Поговори с Chief Quecuan в деревне.
Speak with Cin Fursarai.,Поговори с Cin Fursarai.
Speak with Craze Steelgrinder.,Поговорите с Craze Steelgrinder.
Speak with Crusader Deborah.,Поговорите с Crusader Deborah.
Speak with Crusader Jeyne near the Cathedral of Zephyrs.,Поговорите с Crusader Jeyne возле Cathedral of Zephyrs.
Speak with Crusher Dan.,Поговорите с Crusher Dan.
Speak with Demmi.,Поговори с Demmi.
Speak with Doc Howler.,Поговорите с Doc Howler.
Speak with Eir and choose your next step.,Поговорите с Eir и выберите свой следующий шаг.
Speak with Eir at her Hoelbrak homestead.,Поговори с Eir в её усадьбе в Hoelbrak.
Speak with Elexus Shredskin.,Поговорите с Elexus Shredskin.
Speak with Fero.,Поговорите с Fero.
Speak with Forgal.,Поговори с Forgal.
Speak with Gairwen.,Поговори с Gairwen.
Speak with Galina Edgecrusher.,Поговори с Galina Edgecrusher.
Speak with Gara.,Поговорите с Gara.
Speak with Gavin.,Поговори с Gavin.
Speak with General Almorra.,Поговорите с General Almorra.
Speak with Gixx in the Archives.,Поговорите с Gixx в Архивах.
Speak with Gorr and assess the situation.,Поговори с Gorr и оцени ситуацию.
Speak with High Councillor Flax.,Поговорите с High Councillor Flax.
Speak with High Priestess Ecolotl,Поговорите с High Priestess Ecolotl
Speak with Ikniu.,Поговори с Ikniu.
Speak with Iowerth.,Поговори с Iowerth.
Speak with Josir.,Поговори с Josir.
Speak with Krewe Chief Pokka back at your lab.,Поговорите с главой команды Pokka в вашей лаборатории.
Speak with Lady Wi.,Поговорите с Lady Wi.
Speak with Lieutenant Francis.,Поговори с лейтенантом Francis.
Speak with Lightbringer Ives.,Поговорите с Lightbringer Ives.
Speak with Lionguard Dansky on the wall.,Поговорите с Lionguard Dansky на стене.
Speak with Logan Thackeray and Minister Caudecus in Divinity's Reach.,Поговорите с Logan Thackeray и Minister Caudecus в Divinity's Reach.
Speak with Logan Thackeray at his office in Divinity's Reach.,Поговори с Logan Thackeray в его кабинете в Divinity's Reach.
Speak with Logan Thackeray in Divinity's Reach.,Поговорите с Logan Thackeray в Divinity's Reach.
Speak with Logan and the Order representatives.,Поговорите с Logan и представителями Ордена.
Speak with Madame Gilda in her tent,Поговорите с Madame Gilda в её палатке
Speak with Magister Sieran.,Поговорите с Magister Sieran.
Speak with Marshal Trahearne.,Поговорите с Marshal Trahearne.
Speak with Professor Gorr about the test.,Поговорите с Professor Gorr об испытании.
Speak with Riel Darkwater.,Поговори с Riel Darkwater.
Speak with Riel and choose your next mission.,Поговори с Riel и выбери следующее задание.
