english,translate
"First, we establish a forward camp, then we take down the stones.","Сначала мы разобьем передовой лагерь, а потом уничтожим камни."
Fish Carcasses,Рыбьи тушки
Fish Shipment,Партия рыбы
Fish collected,Рыбы собрано
Fish stock depleted in: 10:00,Запасы рыбы истощатся через: 10:00
Fish variant,Вариант рыбы
Fisher Justin waves at %str1%.,Рыбак Justin машет %str1%.
Fisher gives up in: 10:00,Fisher сдастся через: 10:00
Fisher gives up in: 2:00,Fisher сдастся через: 2:00
Fisher gives up in: x:xx,Fisher сдастся через: x:xx
Fisherman Daegu,Fisherman Daegu
Fishermen freed,Рыбаков освобождено
Fishing Tournament,Рыболовный турнир
Fishing Tournament Sign-Up,Регистрация на рыболовный турнир
Fissure destroyed,Разлом уничтожен
Fix barricades and repair turrets.,Укрепляйте баррикады и чините турели.
Flame Effigy,Огненное изваяние
Flame Legion Battles,Битвы Flame Legion
Flame Legion Charr,Чарр из Flame Legion
Flame Legion Effigy,Чучело Flame Legion
Flame Legion Morale,Боевой дух Flame Legion
Flame Legion Prison,Тюрьма Flame Legion
Flame Legion Remaining,Осталось Flame Legion
Flame Legion Remaining: x,Осталось Flame Legion: x
Flame Legion Ritual,Ритуал Flame Legion
Flame Legion Shaman,Flame Legion Shaman
Flame Legion Supply Cart,Flame Legion Supply Cart
Flame Legion Towers destroyed,Башен Flame Legion разрушено
Flame Legion Waves defeated,Волны Flame Legion повержены
Flame Legion approaching!,Приближается Flame Legion!
Flame Legion braziers ignited,Жаровни Flame Legion зажжены
Flame Legion determination: x%,Решимость Flame Legion: x%
Flame Legion effigies killed,Уничтожено чучел Flame Legion
Flame Legion is casting a ritual.,Flame Legion проводит ритуал.
Flame Legion morale: %num1%%%,Боевой дух Flame Legion: %num1%%%
Flame Legion morale: xx%,Боевой дух Flame Legion: xx%
Flame Legion reinforcements in: 10:00,Подкрепление Flame Legion через: 10:00
Flame Legion remaining:,Осталось Flame Legion:
Flame Legion troops remaining,Осталось войск Flame Legion
Flame Legion turrets destroyed,Турели Flame Legion разрушены
Flame Legion walls destroyed,Стены Flame Legion разрушены
Flame Legion waves killed,Волн Flame Legion уничтожено
Flame Ritual Progress,Прогресс ритуала пламени
Flame Shield Integrity,Целостность огненного щита
Flame incoming. Stand your ground. We keep our cannons secured!,Огонь на подходе. Держите строй. Мы должны удержать пушки!
"Flame it! Stupid, lovelorn grawl. There are too many harpies out there. I can't clear them all by myself.","К черту! Глупый, влюбленный grawl. Там слишком много гарпий. Мне их всех в одиночку не разогнать."
Flame transported to effigy site,Пламя доставлено к месту установки чучела
Fledglings! Rawk! Come here! Come see! Mama has a shaman!,Птенцы! Раук! Идите сюда! Смотрите! У мамы есть шаман!
Flee the garrison! Return to camp so we can regroup.,"Бегите из гарнизона! Возвращайтесь в лагерь, чтобы мы могли перегруппироваться."
Fleeing Ettin Captured,Сбегающий эттин пойман
Fleshgrazer,Пожиратель плоти
Fleshreaver,Fleshreaver
Fleshreavers remaining: x,Осталось fleshreavers: x
Flight of the Infinirarium—Medium,Полёт Инфинирариума — Средний
Flint will expose the liars in: 1:00,Flint разоблачит лжецов через: 1:00
Flowers escape in: X:XX,Цветы сбегут через: X:XX
Flying Dolyak: Reach the finish line!,Летающий Dolyak: Доберись до финиша!
Flyrra the Remorseless,Flyrra the Remorseless
Focus on the third relic.,Сосредоточьтесь на третьей реликвии.
Focus on what's important. Why don'tyou try examining this artifact we just found?,"Сосредоточься на важном. Почему бы тебе не попробовать изучить этот артефакт, который мы только что нашли?"
"Focus, Rising Bloom. Now's not the time to lament. You must warn the base commander of this. Now.","Сосредоточься, Rising Bloom. Сейчас не время для скорби. Ты должна предупредить командира базы. Сейчас же."
Focus. Steady your hand.,Сосредоточься. Держи руку твердо.
Foe's name,Имя врага
Foes defeated:,Врагов побеждено:
Foes defeated: x,Врагов побеждено: x
Foes remaining.,Осталось врагов.
Follow Aoi and Kyung-Hee into the main lab.,Следуйте за Aoi и Kyung-Hee в главную лабораторию.
Follow Aoi and Kyung-Hee through the facility.,Следуйте за Aoi и Kyung-Hee через комплекс.
Follow Arcanist Mariette,Следуйте за Arcanist Mariette
Follow Dawkkurra to find the remaining pieces of Sage Volaar.,"Следуйте за Dawkkurra, чтобы найти оставшиеся части Sage Volaar."
Follow Erran to meet with Second Spear Olishar.,Следуйте за Erran на встречу с Second Spear Olishar.
Follow Gerrvid deeper into the ruins,Следуйте за Gerrvid вглубь руин
Follow Guiding Star and their team on the expedition,Следуйте за Guiding Star и их командой в экспедиции
Follow Jhavi into Drakkar's lair,Следуйте за Jhavi в логово Drakkar
Follow Kane to the junundu lure.,Следуйте за Кейном к приманке джунунду.
Follow Less Longbow.,Следуй за Less Longbow.
Follow Nokta the Tracker to the next ley-comb,Следуйте за Nokta the Tracker к следующему гребню энергии
Follow Rikkiti to the Lionguard forces,Следуйте за Rikkiti к силам Львиной стражи
Follow Shi to investigate the cavern.,"Следуйте за Shi, чтобы исследовать пещеру."
Follow Speelunkk.,Следуйте за Speelunkk.
Follow Utogi to the wyvern nests.,Следуйте за Utogi к гнездам виверн.
Follow Yon to the next location,Следуйте за Yon к следующему месту
Follow Zommoros.,Следуйте за Zommoros.
Follow Zula to the grave sites.,Следуйте за Zula к местам захоронений.
Follow along now! Help find the rest of his parts.,Не отставайте! Помогите найти остальные его части.
"Follow me, and keep your eyes peeled for Inquest. They'll no doubt be up to their usual diablerie.","Следуй за мной и смотри в оба, чтобы не пропустить Inquest. Они, несомненно, будут замышлять свои обычные пакости."
"Follow me, the jackalope is near. Bjarni, stay here. This hunt is not for you.","Следуй за мной, джекалоп рядом. Bjarni, оставайся здесь. Эта охота не для тебя."
"Follow me, we'll get that sucker.","Идем за мной, мы прикончим этого гада."
"Follow me, yes? Follow! Now. Go to shinies. I take us.","Иди за мной, да? Иди! Сейчас. Идем к блестяшкам. Я веду."
Follow me. I refuse to let these dredge undermine my dig. They're leaving—whether willingly or not.,Иди за мной. Я не позволю этим дрегам саботировать мои раскопки. Они уйдут — хотят они того или нет.
Follow me. You're going to show me how these spells hold up in the field against some live targets.,"Следуй за мной. Ты покажешь мне, как эти заклинания проявят себя в полевых условиях против живых целей."
"Follow my lead, Miss Kiki.","Следуйте за мной, мисс Kiki."
Follow the Awakened commander.,Следуй за Коммандиром Awakened.
Follow the Iron Legion legionnaire to the flame camp.,Следуйте за легионером Iron Legion в лагерь пламени.
Follow the Vanguard Scouts into Sapper's Delve,Следуйте за Vanguard Scouts в Sapper's Delve
Follow the sport fisherman.,Следуйте за рыбаком.
Follower Kaidenna,Последовательница Кайденна
"Following winter's breath, spring ushers life back into the delta. Can you keep up with the rush?",Вслед за дыханием зимы весна возвращает жизнь в дельту. Сможешь ли ты угнаться за этим потоком?
Foo! The blood witch is killing quaggans and feeding quaggans to her pets. Please help quaggans!,"Фу! Кровавая ведьма убивает квагганов и скармливает их своим питомцам. Пожалуйста, помогите квагганам!"
Foo! This is not good!,Фу! Это никуда не годится!
"Foo! Where was quaggan? Right. Quaggans fought to get here, and now quaggans must fight to win!","Фу! Где был квагган? Точно. Квагганы сражались, чтобы попасть сюда, и теперь квагганы должны сражаться, чтобы победить!"
"Foo, how long until quaggans reach their new home?","Фу, сколько ещё квагганам добираться до нового дома?"
Food Remaining,Осталось еды
Food Stolen,Еда украдена
Food baskets filled,Корзины с едой наполнены
Food sales: <counter>,Продано еды: <counter>
Foothold,Плацдарм
For collecting wind rider essence!,Для сбора эссенции наездника ветра!
"For death dismemberment, or other minor injuries sustained during this test, please locate an onsite first aid kit.","В случае расчленения или других незначительных травм, полученных во время этого теста, пожалуйста, найдите аптечку на месте."
For glory!,За славу!
"For how long, Varonos?","Как долго, Varonos?"
For now. But I doubt that was the last of them. Keep your eyes open.,"На данный момент. Но сомневаюсь, что это были последние. Смотрите в оба."
"For some reason, we brought mostly Ash and very little Iron. Stuck manning everything myself.","Почему-то мы привели в основном Пепельный легион, а Железного — почти никого. Приходится всё делать самому."
"For such a pragmatic species, they sure did love the arts. Eye of the beholder, I guess.","Для такой прагматичной расы они определенно любили искусство. Красота в глазах смотрящего, полагаю."
For the Gnarlgrove event,Для события в Гнарлгроуве
For the Mosswood event,Для события в Моссвуде
"For the tournament, a little luck would nicely complement our diligent preparations.",Для турнира немного удачи отлично дополнит наши усердные приготовления.
"For you, I will not even offer surrender.",Тебе я даже не предложу сдаться.
Forage and taste test for edible mushrooms,Собирай и пробуй грибы на съедобность
