english,translate
"The Cycle, Reborn: Arborstone",Цикл возрожден: Арборстоун
"The Cycle, Reborn: The Dead End Bar",Цикл возрожден: Бар «Тупик»
The Dark Library,Тёмная библиотека
The Dead End,Тупик
The Dead End: A Study in Scarlet,Тупик: Этюд в багровых тонах
The Dead End: Celebration,Тупик: Празднование
The Departing,Уход
The Desolation,Опустошение
The Direct Approach,Прямой подход
"The Dragon's Reach,
Part 1","Дотянуться до дракона,
Часть 1"
"The Dragon's Reach, Part 2","Дыхание дракона, часть 2"
"The Dragon's Reach,Part 2",4. Длань Дракона: Часть 2
"The Dragonvoid was so certain of its inevitability. But as Aurene reminded me, nothing is inevitable. Not even the Dragon Cycle. And in the end, we defeated it, ripping its tendrils out of Tyria and restoring the world to harmony.***","Dragonvoid был так уверен в своей неизбежности. Но, как напомнила мне Aurene, ничто не неизбежно. Даже Dragon Cycle. И в конце концов мы победили его, вырвав его щупальца из Tyria и вернув мир к гармонии."
The Dredge Hideout,Логово дрегов
The Durmand Priory,Приорат Дурманда
The Echovald Wilds,Эховальдские дебри
The Edge of the Mists,Край Туманов
"The Elder Dragon Mordremoth has risen, dominating the Maguuma Jungle and destroying the Pact fleet sent to confront it. Now Tyria's bravest heroes race to find the downed Pact flagship and determine the fates of Marshal Trahearne and Destiny's Edge before the dragon's minions completely colonize the jungle and swarm out to overwhelm all of Tyria.","Старший дракон Мордремот восстал, захватив контроль над джунглями Магуума и уничтожив флот Пакт, отправленный для противостояния ему. Теперь самые отважные герои Тирии спешат найти разбитый флагман Пакт и узнать судьбу маршала Трахарна и ""Края Судьбы"", прежде чем приспешники дракона полностью колонизируют джунгли и заполонят всю Тирию."
The Elder Dragon Zhaitan,Старший дракон Зайтан
The Eleventh Hour: Citadel of Zakiros,Одиннадцатый час: Цитадель Закироса
The Emperor,Император
The End,Конец
The End of the Line,Конец пути
The Eternal,Вечный
The Eternal of Bastion of the Penitent,Вечный в Бастионе кающихся
The Eternal of Hall of Chains,Вечный в Зале цепей
The Eternal of Mount Balrior,Вечный на горе Балриор
The Eternal of Mythwright Gambit,Вечный в Мифрайт-гамбите
The Eternal of Salvation Pass,Вечный в Проходе спасения
The Eternal of Stronghold of the Faithful,Вечный в Твердыне верных
The Eternal of the Key of Ahdashim,Вечный у Ключа Ахдашима
The Evacuation Camps,Лагеря эвакуации
The Evacuation of Lion's Arch,Эвакуация Львиной Твердыни
"The Exalted said Aurene was Glint's second scion, but we didn't know what'd happened to the first.","Возвышенные говорили, что Aurene была вторым потомком Glint, но мы не знали, что случилось с первым."
The Extra Life,Дополнительная жизнь
The Face I Wear,"Личина, которую я ношу"
The Fall of Falcon Company,Падение компании 'Сокол'
The False God's Lair,Логово лжебога
The Ferryman's Skiff,Скиф лодочника
The Finishing Blow,Добивающий удар
The First Vision,Первое видение
The Flame Advances,Наступление Пламени
The Floating Grizwhirl,Парящий Гризвирл
The Future in Jade: Nahpui Lab,Будущее в нефрите: Лаборатория Напуи
The Future in Jade: Power Plant,Будущее в нефрите: Электростанция
The Ghost Rite,Обряд призраков
The Ghosts of Fort Salma,Призраки форта Сальма
The Godsword,Божественный меч
The Golden Child,Золотое дитя
The Good Fight,Честный бой
"The Grand Sahil is already back to running at full capacity, in no small part due to your earlier intervention.","Великий Сахил снова работает на полную мощность, во многом благодаря вашему недавнему вмешательству."
The Great Equalizer,Великий уравнитель
The Great Hunt,Великая охота
The Great Reformer,Великий реформатор
"The Great Spirits aren't talking, so we need the other Spirits to help. I can feel them. Hare, Otter, Griffon...","Великие Духи не говорят, поэтому нам нужна помощь других Духов. Я чувствую их. Заяц, Выдра, Грифон..."
The Greater Good,Высшее благо
The Green Knight,Зелёный Рыцарь
The Guild Wars 2: Janthir Wilds expansion is required to access this raid wing.,Для доступа к этому крылу рейда требуется дополнение The Guild Wars 2: Janthir Wilds.
The Guild Wars 2: Visions of Eternity expansion is required to access this raid encounter.,Для доступа к этому рейдовому сражению требуется дополнение The Guild Wars 2: Visions of Eternity.
The Guise I Wear.,"Маска, которую я ношу."
The Hatchery,Инкубатор
The Head of the Snake,Голова змеи
The Heart of Nightmare,Сердце Кошмара
The Heart of the Obscure can be used to find small Kryptis rifts.,Сердце Сокрытого можно использовать для поиска малых разломов криптис.
The Hero of Istan,Герой Истана
The Hospital in Jeopardy,"Я сделаю все, что смогу, мать-дерево."
The House of Caithe,Дом Кейт
The Hunter,Охотник
The Inevitable,Неизбежный
The Informant,Информатор
"The Inquest already have a head start, so we need to move. Fast.","У Inquest уже есть фора, так что нам нужно двигаться. Быстро."
The Inquest never let a locked door stop them ...,Inquest никогда не останавливались перед запертой дверью...
The Inquest's new director had outmaneuvered us.,Новый директор Inquest переиграл нас.
The Invitation,Приглашение
The Jade Throne,Нефритовый трон
The Jungle Provides,Джунгли дают всё необходимое
The Kestrels provided us with two leads: The first was a piece of Aetherblade tech they'd found in Echovald. The second was intel on Ankka's movements.,"Kestrels дали нам две зацепки: первая — это часть технологии Aetherblade, которую они нашли в Echovald. Вторая — разведданные о передвижениях Ankka."
The Key of Ahdashim,Ключ Адашима
The King's Nighthunters,Королевские ночные охотники
The Knight's Duel,Рыцарская дуэль
"The Kryptis queen, stately yet menacing, made her proposal: in exchange for turning Peitha, Ramses, and me over into her custody, Nephus and his people would be granted clemency and left in peace in Nyedra with her blessing and that of King Eparch.","Королева Kryptis, величественная, но угрожающая, сделала свое предложение: в обмен на выдачу Peitha, Ramses и меня под её стражу, Nephus и его народ получат помилование и останутся в мире в Nyedra с её благословения и благословения Короля Eparch."
"The Krytan throne is no stranger to threats—and neither are you, Commander.","Трону Крайты не привыкать к угрозам — как и тебе, Коммандир."
The Last Chance,Последний шанс
The Last of the Giant-Kings,Последний из королей-великанов
The Legendary Facets of Aurene,Легендарные грани Аурены
The Legions need Mordrem samples to study.,Легионам нужны образцы Мордремов для изучения.
"The Lesser Spirits don't know me. I need to prove I'm worthy, like I did to the others.","Младшие Духи меня не знают. Мне нужно доказать, что я достоин, как я сделал это с остальными."
"The Lion's Arch reconstruction effort is in full swing, but even with help from our friends and neighbors across Tyria, it's slow going.","Работы по восстановлению Lion's Arch идут полным ходом, но даже с помощью наших друзей и соседей со всей Tyria, продвигаются они медленно."
"The Lionguard have leads on three of the five missing suspects. I'd love to get lost in this mystery, but I'm needed in Lion's Arch. We only just met, but I need someone who can travel to interrogate the suspects and you've proven critical in this investigation. Kasmeer is wrapped up with paperwork back at the bar.","У Lionguard есть зацепки по трем из пяти пропавших подозреваемых. Я бы с радостью погрузилась в эту тайну, но я нужна в Lion's Arch. Мы только что познакомились, но мне нужен кто-то, кто сможет отправиться на допрос подозреваемых, а вы доказали свою незаменимость в этом расследовании. Kasmeer завалена бумажной работой в баре."
"The Lionguard have regrouped, and we are ready. With our allies from the Vigil, Durmand Priory, and the Order of Whispers, we will storm Lion's Arch, establish rally positions, cut down Scarlet's forces, and take the fight to Scarlet herself.","Lionguard перегруппировались, и мы готовы. Вместе с нашими союзниками из Vigil, Durmand Priory и Order of Whispers мы возьмем штурмом Lion's Arch, закрепимся на позициях, перебьем силы Scarlet и дадим бой самой Scarlet."
"The Lionguard were able to track down the final two suspects in the nick of time, so I headed their way. Astorra was tucked away in Caledon Forest and was immediately defensive of her actions. She quickly surrendered her side of the tale, citing manipulation. I didn't get the impression that she was responsible, but...naive.","Lionguard удалось выследить последних двух подозреваемых в самый последний момент, поэтому я направился к ним. Astorra пряталась в Caledon Forest и сразу же начала защищаться. Она быстро выложила свою версию событий, сославшись на манипуляцию. У меня не сложилось впечатления, что она виновна, но... она наивна."
The Lost Chieftain's Return,1. Последний из королей-гигантов
The Machine,Машина
The Machine in Action,Машина в действии
The Magnanimous,Великодушный
"The Mantle hideout turned into a labyrinth of traps and warded doors, but we made it to the aspect, finally. No Balthazar, but we killed a Mantle justiciar, so it was productive. The exemplar refuses to tell me what she plans to do with the aspects, though. Hopefully Anise will. We're heading to Divinity's Reach next. The exemplar is going to take me to Shining Blade headquarters.","Убежище Мантии превратилось в лабиринт ловушек и защищенных дверей, но мы наконец добрались до аспекта. Balthazar там не было, но мы убили Justiciar Мантии, так что это было продуктивно. Exemplar отказывается говорить мне, что она планирует делать с аспектами. Надеюсь, Anise скажет. Мы направляемся в Divinity's Reach. Exemplar собирается отвести меня в штаб-квартиру Shining Blade."
The Midnight King,Король полуночи
"The Midnight King hunkers in Zakiros, consolidating his forces and strengthening his fortifications. Given Labris's sacrifice and Eparch's rage, I didn't expect his patience. Even General Nephus seemed puzzled about Eparch's retreat. Puzzled...and wary. It's hard to know what awaits in Zakiros when we attack. If we attack.","Midnight King засел в Zakiros, собирая силы и укрепляя оборону. Учитывая жертву Labris и ярость Eparch, я не ожидал от него такого терпения. Даже General Nephus казался озадаченным отступлением Eparch. Озадаченным... и настороженным. Трудно сказать, что ждет нас в Zakiros, когда мы атакуем. Если мы атакуем."
"The Midnight King must've sensed the power of Peitha's position—felt her threat through the Veil and how she was turning the Kryptis against him. In that moment, a rift formed, and Eparch's calm, powerful voice filled the coliseum.","Midnight King, должно быть, почувствовал силу позиции Peitha — ощутил её угрозу сквозь Завесу и то, как она настраивает Kryptis против него. В этот момент образовался разлом, и спокойный, властный голос Eparch наполнил колизей."
"The Ministry of Transit was a bureaucratic nightmare to which I wouldn't subject even my worst enemy. While waiting for my travel papers to clear, I opted to kill time by helping out around the island. Rama, grateful for the assistance, pulled some strings and got my paperwork expedited.","Министерство транспорта — это бюрократический кошмар, которому я не пожелал бы подвергать даже злейшего врага. Пока я ждал оформления документов на проезд, я решил убить время, помогая на острове. Rama, благодарный за помощь, задействовал свои связи и ускорил оформление моих бумаг."
The Missing Facet: Droknar's Light,Пропавшая грань: Свет Дрокнара
The Missing Facet: Southern Wizard's Tower,Пропавшая грань: Южная Башня Волшебника
"The Molten Alliance has been striking small villages throughout the Shiverpeaks—including Cragstead, Braham's home. Even though a raid was imminent, Knut was reluctant to send any reinforcements. They've got enough of a refugee crisis on their doorstep, same as the charr in the Citadel. Given the way things escalated at the hatchery, I volunteered to join Braham in fighting back.","Molten Alliance наносит удары по небольшим деревням по всем Shiverpeaks, включая Cragstead, родной дом Braham. Несмотря на то, что налет был неизбежен, Knut не спешил отправлять подкрепление. У них на пороге кризис с беженцами, прямо как у charr в Citadel. Учитывая, как все обернулось в инкубаторе, я вызвался помочь Braham дать отпор."
"The Molten Alliance has splintered. Hoelbrak and the Black Citadel are free of the invading forces, for now. What remains unknown is why the dredge and Flame Legion collaborated to begin with. I've decided to explore the matter. However, I expect you to use this time to recuperate in the warmth of the celebratory bonfires. You were instrumental in our success and deserve the break.

—Logan","Альянс Пламени расколот. Хольбрак и Чёрная Цитадель пока свободны от сил вторжения. Остаётся неизвестным, почему дреджи и Легион Пламени вообще начали сотрудничать. Я решил изучить этот вопрос. Однако я ожидаю, что ты используешь это время, чтобы восстановиться в тепле праздничных костров. Ты сыграл ключевую роль в нашем успехе и заслужил этот отдых.

—Логан"
The Molten Alliance is done. At least for now.,"С Molten Alliance покончено. По крайней мере, на данный момент."
The Mordant Crescent are the only ones with the strength to ensure our survival.,"Mordant Crescent — единственные, у кого есть силы обеспечить наше выживание."
"The Mordant Crescent may no longer be the honorable Sunspears they once were, but they would make powerful allies.","Mordant Crescent, может, уже и не те благородные Sunspears, что были раньше, но они стали бы могущественными союзниками."
The Music of Divinity's Reach,Музыка Божественный предел.
The Music of the Black Citadel,Музыка Чёрной Цитадели.
The Mystery Cave,Таинственная пещера
The Newly Awakened,Недавно пробужденные
The Nightmare Ends,Кошмар окончен
The Nightmare Incarnate,Воплощение Кошмара
The Nightmare Is Over,Кошмар окончен
The Nightmares Within,Кошмары внутри
The Omphalos Chamber,Зал Омфалоса
The Only One,Единственный
The Only Way,Единственный путь
The Oratory,Оратория
The Order of Shadows says the Forged have a history of attacking his training facility here.,"Order of Shadows говорит, что Forged уже не раз нападали на его тренировочные лагеря здесь."
"The Order of Whispers partnered with the Vigil to locate the Molten Alliance's base of operations. Brandubh's partner is currently undercover as Flame Legion, gathering intel on their goals and whereabouts. She's been leaving dead drops all over the countryside with vital information, ready for us to decode. The intel was scattered about the countryside, but Brandubh had a rough idea about where the messages were tucked away. The information they contained would have been deadly in the wrong hands.","Order of Whispers объединился с Vigil, чтобы обнаружить базу операций Molten Alliance. Напарница Brandubh сейчас работает под прикрытием в Flame Legion, собирая данные об их целях и местонахождении. Она оставляет тайники по всей округе с важной информацией, готовой к расшифровке. Разведданные были разбросаны по всей местности, но у Brandubh было примерное представление о том, где спрятаны сообщения. Информация, которую они содержали, была бы смертельно опасна в чужих руках."
The Orders of Tyria,Ордена Тирии
The Origins of Madness,Истоки безумия
The Origins of Madness: A Moment's Peace,Истоки безумия: Минута покоя
The Pact keeps me plenty busy blowing things up. I've got a very special fireworks show planned for Mordremoth. It's gonna light up the sky.,Пакт загружает меня работой по самое не хочу — вечно что-то взрываю. У меня припасено особое пиротехническое шоу для Mordremoth. Оно озарит все небо.
The Pact pulled it off. I worried the Mordrem would overrun us.,"Договор справился. Я боялся, что Мордрем нас раздавят."
"The Pale Tree awakened me during the Cycle of Dawn, and","Бледное Дерево пробудило меня во время Цикла Рассвета, и"
"The Pale Tree awakened me during the Cycle of Dusk, and","Бледное Дерево пробудило меня во время Цикла Сумерек, и"
"The Pale Tree awakened me during the Cycle of Night, and","Бледное Дерево пробудило меня во время Цикла Ночи, и"
"The Pale Tree awakened me during the Cycle of Noon, and","Бледное Дерево пробудило меня во время Цикла Полдня, и"
The Pale Tree awakened me during the ______.,Бледное Дерево пробудило меня во время ______.
The Pale Tree gave me four seeds with which to view some of Caithe's memories. I found the first location in the Grove itself and saw Caithe and the firstborn over twenty years ago. They were discussing the recent arrival of the secondborn and wondering how to deal with them.,"Pale Tree дала мне четыре семени, с помощью которых можно увидеть некоторые воспоминания Caithe. Я нашёл первое место прямо в Grove и увидел Caithe и первых рожденных более двадцати лет назад. Они обсуждали недавнее появление вторых рожденных и размышляли, как с ними быть."
"The Pale Tree has agreed to an audience, but she wishes to speak with you personally. I'm already in the Grove with Braham and Rox. We'll wait for you here. Please come at your earliest convenience.","Бледное Древо согласилось на аудиенцию, но она желает поговорить с тобой лично. Я уже в Роще вместе с Braham и Rox. Мы будем ждать тебя здесь. Пожалуйста, приходи, как только сможешь."
"The Pale Tree is still recovering from the damage done to her by the Shadow of the Dragon. She experiences moments of lucidity, during which I may be able to speak with her, but I'll have to wait until she wakes up.","Pale Tree все ещё оправляется от ран, нанесенных ей Shadow of the Dragon. У неё бывают моменты просветления, во время которых я могу с ней поговорить, но мне придётся подождать, пока она проснется."
The Perils of Friendship,Опасности дружбы
The Priory Assailed,Нападение на Приорат
"The Priory camp was in disarray when I arrived, and Historian Meliza was too preoccupied to talk. I was able to assist Scout Hiorr and Magister Sirkk, however, and get things to a more amenable state. It seems every place we visit on Castora has its own set of problems.","Лагерь Priory был в беспорядке, когда я прибыл, и Historian Meliza была слишком занята, чтобы разговаривать. Однако мне удалось помочь Scout Hiorr и Magister Sirkk и привести дела в более приемлемое состояние. Похоже, у каждого места, которое мы посещаем на Castora, есть свой набор проблем."
The Queen's Gauntlet,Перчатка королевы
The Queen's Justice,Правосудие Королевы
The Realm of Dreams,Царство снов
"The Recollector is charged with emotional resonance! After arming ourselves with Chul-Moo's Kurzick rune (and overlooking its questionable legal status), we're prepared to lure the wanderer away from the safety of the ley line. I find it weighs less on my conscience if I don't think too much about where and how Chul-Moo acquired his supplies.","Recollector заряжен эмоциональным резонансом! Вооружившись руной Kurzick, полученной от Chul-Moo (и закрыв глаза на её сомнительный правовой статус), мы готовы выманить странника из безопасной зоны лей-линии. Моя совесть чиста, если я не буду слишком много думать о том, где и как Chul-Moo добыл свои припасы."
The Rescue,Спасение
The Ringmaster,Мастер арены
The Ruined City of Arah,Разрушенный город Арах
The Sacrifice,Жертва
"The Sad Tale of the ""Ravenous""",Печальная история «Прожорливого»
The Scene of the Crime,Место преступления
The Scenic Route: Kaineng Docks,Живописный маршрут: Доки Кайнэнга
The Second Vision,Второе видение
The Semifinals,Полуфинал
The Seraph of Kryta have secured a new route to our staging area through Fort Vandal. Evidence suggests the bandits hastily abandoned the location recently. The guards posted there may know more. Please journey safely. The increased Mordrem activity is making travel especially dangerous.,"Seraph из Kryta обеспечили новый маршрут к нашей базе через Fort Vandal. Факты указывают на то, что бандиты недавно в спешке покинули это место. Стража, размещенная там, может знать больше. Путешествуйте осторожно. Возросшая активность Mordrem делает дорогу особенно опасной."
The Shatterer,Разрушитель
The Shield of the Moon,Щит Луны
"The Shining Blade takes an oath to protect the throne and Kryta above all. The Ministry Guards, however, pledge their allegiance to the Legate Minister. To Caudecus.","Сияющий Клинок даёт клятву защищать трон и Крайту превыше всего. Стража Министерства, однако, присягает на верность Легату-министру. То есть Caudecus."
The Silverwastes,Серебряные пустоши
The Six Gods,Шесть Богов
The Snaff Prize,Приз Снаффа
The Sound of Psi-Lance,Звук Пси-копья
The Source of Orr,Источник Орра
"The Speakers agreed to support this campaign because the Void threatens all of Tyria. But trust me, we'd rather be anywhere else.","Speakers согласились поддержать эту кампанию, потому что Пустота угрожает всей Tyria. Но поверь мне, мы бы предпочли быть в любом другом месте."
"The Spirits of the Wild spoke through Braham, offering one final trial before they would help us enter the door leading into the keep. I had expected trouble from Ox, Eagle, and Wolverine before, but none of us could have anticipated what would come next.","Spirits of the Wild говорили через Braham, предложив последнее испытание, прежде чем они помогут нам войти в дверь, ведущую в крепость. Я ожидал проблем от Ox, Eagle и Wolverine, но никто из нас не мог предвидеть того, что произойдёт дальше."
The Steel Tide,Стальной прилив
The Sting,Жало
The Stone Sheath,Каменные ножны
"The Stonewright's Steading in Hoelbrak, where Eir lived, will be consecrated for this purpose.","Stonewright's Steading в Hoelbrak, где жила Eir, будет освящено для этой цели."
The Sunbringer,Солнценосец
The Sunspears are a liability. They need our help more than we need theirs!,"Копья Солнца — это обуза. Они нуждаются в нашей помощи больше, чем мы в их!"
The Sunspears were Elona's defenders. The goddess Kormir herself was once a Sunspear. But Joko has done everything in his power to weaken their name and number.,"Sunspears были защитниками Elona. Сама богиня Kormir когда-то была Sunspear. Но Joko сделал всё возможное, чтобы опорочить их имя и сократить их число."
"The Sunspears' numbers are weakened, but their involvement could still be a beacon of hope!","Ряды Sunspears поредели, но их участие все ещё может стать маяком надежды!"
The Survivors: Astral Ward Camp,Выжившие: Лагерь Астральной стражи
The Survivors: Heitor's Gate,Выжившие: Врата Хейтор
"The Svanir were a challenge, but nothing I couldn't handle. Once I'd acquired some of their armor, it was a small thing to fashion a disguise that would get me in. I played dumb, and they gave me what I needed: a recipe for a thaw elixir. I got out with my skin intact. I call that a success. Now, off to find the ingredients.","Svanir были серьёзным испытанием, но я справился. Как только я раздобыл их броню, мне не составило труда смастерить маскировку, чтобы проникнуть внутрь. Я прикинулся дурачком, и они дали мне то, что нужно: рецепт эликсира оттепели. Я выбрался оттуда целым и невредимым. Считаю это успехом. А теперь — на поиски ингредиентов."
The Sword Regrown,Возрожденный меч
The Test Subject,Подопытный
The Things We Do For Love,"1. То, что мы делаем ради любви"
The Throne of Ahdashim,Трон Адашима
The Tower of Nightmares (Private Squad),Башня Кошмаров (закрытый отряд)
The Tower of Nightmares (Public),Башня Кошмаров (открытая)
The Trap,Ловушка
The Tribune's Call,Зов трибуна
The Truly Nimble,Поистине ловкий
The Twisted Marionette,Искаженная марионетка
The Twisted Marionette (Private Squad),Искаженная марионетка (закрытый отряд)
The Twisted Marionette (Public),Искаженная марионетка (открытая)
The Tyrian Alliance has called an emergency session to address recent reports coming out of Janthir. This threat must be addressed immediately.,"Tyrian Alliance созвал экстренное заседание, чтобы рассмотреть недавние донесения из Janthir. Эту угрозу необходимо устранить немедленно."
"The Tyrian Alliance has officially been called for a second summit to discuss what happened to Caithe, Malice, and me in Janthir. Time to see what the rest of the world thinks.***","Tyrian Alliance официально созван на второй саммит, чтобы обсудить то, что случилось с Caithe, Malice и мной в Janthir. Пора посмотреть, что думает об этом остальной мир."
The Tyrian Alliance will be holding its first summit shortly. Let us meet and discuss a plan.,Тирийский Альянс вскоре проведет свой первый саммит. Давайте встретимся и обсудим план.
The Tyrian Alliance: Guild Initiative Headquarters,Тирийский альянс: штаб-квартира гильдейских инициатив
The Unclean,Нечистый
The Unseen,Незримый
The Venerable,Почтенный
"The Vigil are here, and they're starting to figure out what's going on with the dredge and Flame Legion. They've collected a bunch of intel on Molten Alliance-crafted weapons... They've got labs down in the mines. I'm guessing that's where they took the prisoners, too.","Vigil уже здесь, и они начинают понимать, что происходит с дреджами и Flame Legion. Они собрали кучу разведданных об оружии, созданном Molten Alliance... У них есть лаборатории в шахтах. Полагаю, именно туда они и увели пленных."
The Voidwalker,Странник Пустоты
The War Council: Astral Ward Camp,Военный совет: лагерь Астральной стражи
The Way Forward,Путь вперёд
The Waypoint Conundrum,Загадка путевой точки
The Western Path Is Open,Западный путь открыт
"The White Mantle army is making a push from the lake, but we don't know the full extent of their numbers.","Армия Белой Мантии наступает со стороны озера, но мы не знаем точной численности их сил."
The White Stag,Белый Олень
"The White Stag is a creature of enchantment, an immortal beast with great power. It is said that the stag will trade a magical boon for its freedom, if I can catch it.","Белый Олень — зачарованное существо, бессмертный зверь великой силы. Говорят, что олень готов обменять магическое благословение на свою свободу, если я смогу его поймать."
The Wizard's Tower,Башня Волшебника
"The Wizard's Tower is unlike anywhere I've traveled to within the bounds of Tyria—it looked much smaller from below. To think this place floated just above the coast of Garenhoff all this time—silently watching us wage war against the Elder Dragons... I still wonder why they didn't intervene, but that's a question for Isgarren when all of this is said and done.","Башня Волшебника не похожа ни на одно место в Tyria, где я бывал — снизу она казалась намного меньше. Подумать только, это место всё это время парило прямо над побережьем Garenhoff — молча наблюдая, как мы ведём войну против Старших Драконов... Я до сих пор гадаю, почему они не вмешались, но это вопрос к Isgarren, когда всё закончится."
The Wizard's Vault,Хранилище Волшебника
The Wolf Havroun,Волчий Хаврун
The World Spire: Bastion of the Celestial,Мировой шпиль: Бастион Небесного
The World Summit,Мировой саммит
"The air was already thick with smoke by the time Rox and I arrived at the hatchery. The Alliance was using some sort of sonic emitters to incapacitate the devourers—the sound was miserable. Fortunately with a couple good whacks, they were out of commission. But if that was just a taste of the weapons they're fusing... The dredge and Flame Legion are going to be a far more destructive team than we imagined.","К тому времени, как мы с Rox прибыли в инкубатор, воздух уже был густым от дыма. Alliance использовали какие-то звуковые излучатели, чтобы вывести из строя пожирателей — звук был ужасным. К счастью, парой хороших ударов мы вывели их из строя. Но если это лишь малая часть оружия, которое они создают... Дреджи и Flame Legion станут куда более разрушительной командой, чем мы предполагали."
"The alliance's first summit is imminent, and even if a part of me is borderline skeptical of what this all means, I guess I'm headed to Lion's Arch to make my own assessment.","Первый саммит альянса уже близок, и даже если часть меня граничит со скептицизмом относительно того, что все это значит, полагаю, я направляюсь в Lion's Arch, чтобы составить собственное мнение."
"The alliance's first summit is imminent, and even if a part of me is borderline skeptical of what this all means, I guess I'm headed to Lion's Arch to make my own call.","Первый саммит альянса уже близок, и даже если часть меня граничит со скептицизмом относительно того, что все это значит, полагаю, я направляюсь в Lion's Arch, чтобы принять собственное решение."
"The alliance's first summit was held at the Guild Initiative Headquarters. Malice and Countess Anise were lingering by the door, half-drowned by the overwhelmingly bureaucratic atmosphere. Well, Malice was as restless as a charr cub before a training fight. The countess, on the other hand, was completely in her element. Surrounded by big names and probably a little too excited to drop everything and defend Queen Jennah, should a dagger be thrown (a real one, not political vituperation). Think I'm with Malice on that one.","Первый саммит альянса прошёл в штаб-квартире Guild Initiative. Malice и Countess Anise слонялись у двери, почти утопая в подавляющей бюрократической атмосфере. Что ж, Malice была беспокойна, как детеныш чарр перед тренировочным боем. Графиня же, напротив, была в своей стихии. Окруженная громкими именами и, вероятно, слишком взволнованная, чтобы бросить все и защитить Queen Jennah, если будет брошен кинжал (настоящий, а не политическая брань). Думаю, я в этом вопросе на стороне Malice."
"The answers we need are out there in the desert, so I ordered my team to split up and search. Kasmeer headed to Kormir's temple to gather information, while Rytlock and Canach went to reconnoiter the main Forged camp. That leaves the two smaller Forged encampments to me.","Ответы, которые нам нужны, там, в пустыне, поэтому я приказал своей команде разделиться и начать поиски. Kasmeer направилась к храму Kormir, чтобы собрать информацию, а Rytlock и Canach отправились на разведку основного лагеря Forged. Мне остались два меньших лагеря Forged."
"The arctodus is a mighty snow wolf-bear. Its wolf side gives it a strong pack mentality that makes it very protective of its companions. It can roar with arctic might, chilling opponents to the core and making it harder for them to move or act. —Acht","Арктодус — могучий снежный волк-медведь. Его волчья сторона даёт ему сильный стайный менталитет, что делает его очень защитным по отношению к своим спутникам. Он может реветь с арктической мощью, охлаждая противников до костей и затрудняя их движения и действия. —Ахт"
The arena fell silent.,Арена погрузилась в тишину.
The assault on Eparch's citadel would begin after we stamped out some of the smaller conflicts in Inner Nayos. I took to the field to assist the troops while Nephus and Frode crafted the battle plan.,"Штурм цитадели Eparch должен был начаться после того, как мы подавим несколько мелких конфликтов в Inner Nayos. Я отправился на поле боя, чтобы помочь войскам, пока Nephus и Frode разрабатывали план сражения."
"The asuran researchers on Fire Island were not prepared for all the Destroyers. I helped them get their recording devices restarted and took the opportunity to collect a sample of Destroyer flesh for Taimi. The more time I spend here, the more I realize the island is unstable.","Асурийские исследователи на Fire Island оказались не готовы к такому количеству разрушителей. Я помог им перезапустить записывающие устройства и воспользовался случаем, чтобы собрать образец плоти разрушителя для Taimi. Чем больше времени я здесь провожу, тем больше понимаю, что остров нестабилен."
"The bad news was that the ice didn't just disappear on its own: Jormag is getting closer to waking, and with every Dominion charr that Bangar converts into Frost Legion, the closer we get. Jormag is amassing power, and once they have enough, there won't be any way to stop the inevitable.","Плохая новость в том, что лед не исчез сам по себе: Jormag близок к пробуждению, и с каждым чарром Dominion, которого Bangar превращает в Frost Legion, мы приближаемся к этому. Jormag накапливает силу, и как только её станет достаточно, предотвратить неизбежное будет невозможно."
The barrier is down! Go!,Барьер пал! Вперёд!
"The base was riddled with traps and lasers, making it difficult to navigate. Kiel and I found our way into a lab run by an asura named Frizz. Unbelievable that a bunch of pirates managed to erect an entire Inquest laboratory inside of the cave, filled with strange technologies. It looked like they were tracing something, though it'll be hard to question Frizz about his findings now. He was...squashed during the encounter.","База была нашпигована ловушками и лазерами, что затрудняло продвижение. Мы с Kiel пробрались в лабораторию, которой управлял асура по имени Frizz. Невероятно, что кучка пиратов смогла возвести целую лабораторию Inquest внутри пещеры, наполненную странными технологиями. Похоже, они что-то выслеживали, хотя теперь будет трудно расспросить Frizz о его находках. Он был... раздавлен во время стычки."
"The bastion was silent. R'tchikk mourned the once-bustling pathways as we crossed into the main hall, now filled with a stifling gloom that clung to the air and filled our lungs. Glade guided us forward, picking up on some trail the rest of us could not detect. We fought scores of Kryptis while searching through debris, until we eventually found a...peculiar artifact. I picked it up and experienced a vision... Or a memory, perhaps?","В бастионе было тихо. R'tchikk оплакивала некогда оживлённые проходы, пока мы переходили в главный зал, теперь наполненный удушливым мраком, который цеплялся за воздух и наполнял наши лёгкие. Glade вёл нас вперёд, уловив какой-то след, который остальные не могли обнаружить. Мы сражались с толпами Kryptis, обыскивая обломки, пока наконец не нашли... странный артефакт. Я поднял его и увидел видение... Или, возможно, воспоминание?"
