english,translate
Recipe[s]: Duty-Bound Duffers (Level 8),[Рецепт|Рецепта|Рецептов]: «Поножи долга» (8-й уровень)
Recipe[s]: Duty-Bound Platepads (Level 13),[Рецепт|Рецепта|Рецептов]: «Наплечники долга» (13-й уровень)
Recipe[s]: Duty-Bound Platepads (Level 8),[Рецепт|Рецепта|Рецептов]: «Наплечники долга» (8-й уровень)
Recipe[s]: Duty-Bound Thigh Guards (Level 13),[Рецепт|Рецепта|Рецептов]: «Набедренники долга» (13-й уровень)
Recipe[s]: Duty-Bound Thigh Guards (Level 8),[Рецепт|Рецепта|Рецептов]: «Набедренники долга» (8-й уровень)
Recipe[s]: Eagle's Perch (Level 20),[Рецепт|Рецепта|Рецептов]: «Орлиный насест» (20-й уровень)
Recipe[s]: Earth Elemental Left Hand,[Рецепт|Рецепта|Рецептов]: «Левая рука земляного элементаля»
Recipe[s]: Earth Elemental Right Hand,[Рецепт|Рецепта|Рецептов]: правая рука элементаля земли
Recipe[s]: Ebonmane's Apothecary Inscription,[Рецепт|Рецепта|Рецептов]: гравировка аптекаря Черногрива
Recipe[s]: Ebonmane's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Черногрива
Recipe[s]: Ebonmane's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Черногрива
Recipe[s]: Ebonmane's Blade,[Рецепт|Рецепта|Рецептов]: клинок Черногрива
Recipe[s]: Ebonmane's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Черногрива
Recipe[s]: Ebonmane's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Черногрива
Recipe[s]: Ebonmane's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Черногрива
Recipe[s]: Ebonmane's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Черногрива
Recipe[s]: Ebonmane's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Черногрива
Recipe[s]: Ebonmane's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Черногрива
Recipe[s]: Ebonmane's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Черногрива
Recipe[s]: Ebonmane's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Черногрива
Recipe[s]: Ebonmane's Razor,[Рецепт|Рецепта|Рецептов]: бритва Черногрива
Recipe[s]: Ebonmane's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Черногрива
Recipe[s]: Ebonmane's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Черногрива
Recipe[s]: Ebonmane's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Черногрива
Recipe[s]: Ebonmane's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Черногрива
Recipe[s]: Ebonmane's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Черногрива
Recipe[s]: Ebonmane's Wand,[Рецепт|Рецепта|Рецептов]: жезл Черногрива
Recipe[s]: Ebonmane's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Черногрива
Recipe[s]: Eel Statue,[Рецепт|Рецепта|Рецептов]: Статуя угря
Recipe[s]: Egg in a Cloud,[Рецепт|Рецепта|Рецептов]: яйцо в облаке
Recipe[s]: Eggs Beetletun,[Рецепт|Рецепта|Рецептов]: яйца Битлтун
Recipe[s]: Eitrite Ingot,[Рецепт|Рецепта|Рецептов]: слиток эйтрита
Recipe[s]: Elder Draco-Pop,[Рецепт|Рецепта|Рецептов]: Древний драко-леденец
Recipe[s]: Elkslayer (Level 20),[Рецепт|Рецепта|Рецептов]: Убийца лосей (20-й уровень)
Recipe[s]: Embellished Brilliant Beryl Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий берилловый самоцвет
Recipe[s]: Embellished Brilliant Chrysocola Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий хризоколловый самоцвет
Recipe[s]: Embellished Brilliant Coral Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий коралловый самоцвет
Recipe[s]: Embellished Brilliant Emerald Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий изумрудный самоцвет
Recipe[s]: Embellished Brilliant Opal Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий опаловый самоцвет
Recipe[s]: Embellished Brilliant Ruby Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий рубиновый самоцвет
Recipe[s]: Embellished Brilliant Sapphire Jewel,[Рецепт|Рецепта|Рецептов]: украшенный блестящий сапфировый самоцвет
Recipe[s]: Embellished Gilded Amethyst Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный аметистовый самоцвет
Recipe[s]: Embellished Gilded Carnelian Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный сердоликовый самоцвет
Recipe[s]: Embellished Gilded Lapis Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный лазуритовый самоцвет
Recipe[s]: Embellished Gilded Peridot Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный перидотовый самоцвет
Recipe[s]: Embellished Gilded Spinel Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный шпинелевый самоцвет
Recipe[s]: Embellished Gilded Sunstone Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный солнечный самоцвет
Recipe[s]: Embellished Gilded Topaz Jewel,[Рецепт|Рецепта|Рецептов]: украшенный позолоченный топазовый самоцвет
Recipe[s]: Embellished Intricate Amethyst Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый аметистовый самоцвет
Recipe[s]: Embellished Intricate Carnelian Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый сердоликовый самоцвет
Recipe[s]: Embellished Intricate Lapis Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый лазуритовый самоцвет
Recipe[s]: Embellished Intricate Peridot Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый перидотовый самоцвет
Recipe[s]: Embellished Intricate Spinel Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый самоцвет из шпинели
Recipe[s]: Embellished Intricate Sunstone Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый самоцвет из солнечного камня
Recipe[s]: Embellished Intricate Topaz Jewel,[Рецепт|Рецепта|Рецептов]: украшенный замысловатый самоцвет из топаза
Recipe[s]: Embellished Ornate Beryl Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из берилла
Recipe[s]: Embellished Ornate Chrysocola Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из хризоколлы
Recipe[s]: Embellished Ornate Coral Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из коралла
Recipe[s]: Embellished Ornate Emerald Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из изумруда
Recipe[s]: Embellished Ornate Opal Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из опала
Recipe[s]: Embellished Ornate Ruby Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из рубина
Recipe[s]: Embellished Ornate Sapphire Jewel,[Рецепт|Рецепта|Рецептов]: украшенный орнаментированный самоцвет из сапфира
Recipe[s]: Empty Hylek Flask,[Рецепт|Рецепта|Рецептов]: пустая фляга хилека
Recipe[s]: Enchanted Rock Pendant,[Рецепт|Рецепта|Рецептов]: Зачарованный каменный кулон
Recipe[s]: Endeavor,[Рецепт|Рецепта|Рецептов]: стремление
Recipe[s]: Endless Toy Golem Tonic,[Рецепт|Рецепта|Рецептов]: бесконечного тоника игрушечного голема
Recipe[s]: Enhanced Lucent Oil,[Рецепт|Рецепта|Рецептов]: улучшенного светозарного масла
Recipe[s]: Ether Djinn's Token,[Рецепт|Рецепта|Рецептов]: жетона эфирного джинна
Recipe[s]: Ettin Stew,[Рецепт|Рецепта|Рецептов]: похлёбки эттина
Recipe[s]: Evergreen Jar,[Рецепт|Рецепта|Рецептов]: вечнозелёной банки
Recipe[s]: Exalted Axe Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого топора
Recipe[s]: Exalted Dagger Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого кинжала
Recipe[s]: Exalted Focus Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого фокуса
Recipe[s]: Exalted Greatsword Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого двуручного меча
Recipe[s]: Exalted Hammer Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого молота
Recipe[s]: Exalted Longbow Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого длинного лука
Recipe[s]: Exalted Mace Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённой булавы
Recipe[s]: Exalted Pistol Core,[Рецепт|Рецепта|Рецептов]: ядра просветлённого пистолета
Recipe[s]: Exalted Rifle Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенной винтовки
Recipe[s]: Exalted Scepter Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного скипетра
Recipe[s]: Exalted Shield Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного щита
Recipe[s]: Exalted Short-Bow Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного короткого лука
Recipe[s]: Exalted Staff Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного посоха
Recipe[s]: Exalted Sword Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного меча
Recipe[s]: Exalted Torch Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного факела
Recipe[s]: Exalted Warhorn Core,[Рецепт|Рецепта|Рецептов]: Ядро возвышенного боевого рога
Recipe[s]: Excavator's Gloves,[Рецепт|Рецепта|Рецептов]: перчатки землекопа
Recipe[s]: Exemplar's Edge,[Рецепт|Рецепта|Рецептов]: Клинок образца
Recipe[s]: Exitare,[Рецепт|Рецепта|Рецептов]: выходу
Recipe[s]: Exitus,[Рецепт|Рецепта|Рецептов]: экзитус
Recipe[s]: Experimental Skritt Musket,[Рецепт|Рецепта|Рецептов]: Экспериментальный мушкет скриттов
Recipe[s]: Experimenter's Collection Staff,[Рецепт|Рецепта|Рецептов]: Посох коллекции экспериментатора
Recipe[s]: Exquisite Agate Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный агатовый самоцвет
Recipe[s]: Exquisite Ambrite Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный амбритовый самоцвет
Recipe[s]: Exquisite Beryl Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный берилловый самоцвет
Recipe[s]: Exquisite Black Diamond Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный самоцвет из чёрного алмаза
Recipe[s]: Exquisite Burl Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный самоцвет из капа
Recipe[s]: Exquisite Charged Ambrite Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный заряженный амбритовый самоцвет
Recipe[s]: Exquisite Chrysocola Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный хризоколловый самоцвет
Recipe[s]: Exquisite Coral Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный коралловый самоцвет
Recipe[s]: Exquisite Ebony Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный эбеновый самоцвет
Recipe[s]: Exquisite Emerald Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный изумрудный самоцвет
Recipe[s]: Exquisite Flax Blossom,[Рецепт|Рецепта|Рецептов]: Изысканный цветок льна
Recipe[s]: Exquisite Freshwater Pearl Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный самоцвет из пресноводного жемчуга
Recipe[s]: Exquisite Jade Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный нефритовый самоцвет
Recipe[s]: Exquisite Lily Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный лилейный самоцвет
Recipe[s]: Exquisite Moonstone Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный лунный камень
Recipe[s]: Exquisite Opal Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный опаловый самоцвет
Recipe[s]: Exquisite Polished-Resin Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный самоцвет из полированной смолы
Recipe[s]: Exquisite Quartz Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный кварцевый самоцвет
Recipe[s]: Exquisite Rare Sprocket Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный самоцвет из редкой шестеренки
Recipe[s]: Exquisite Ruby Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный рубиновый самоцвет
Recipe[s]: Exquisite Sapphire Jewel,[Рецепт|Рецепта|Рецептов]: Изысканный сапфировый самоцвет
Recipe[s]: Extended Potion of Dredge Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления дредж
Recipe[s]: Extended Potion of Flame Legion Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления Flame Legion
Recipe[s]: Extended Potion of Ghost Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления призраков
Recipe[s]: Extended Potion of Nightmare Court Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления Nightmare Court
Recipe[s]: Extended Potion of Outlaw Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления преступников
Recipe[s]: Extended Potion of Sons of Svanir Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления Сыновей Сванира
Recipe[s]: Extended Potion of Undead Slaying,[Рецепт|Рецепта|Рецептов]: расширенное зелье истребления нежити
Recipe[s]: Eye of Astrix (Level 20),[Рецепт|Рецепта|Рецептов]: глаз Астрикс (Уровень 20)
Recipe[s]: Eye of Power Scepter,[Рецепт|Рецепта|Рецептов]: Скипетр Ока Силы
Recipe[s]: Fancy Desert Sofa,[Рецепт|Рецепта|Рецептов]: шикарный пустынный диван
Recipe[s]: Ferratus's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Феррата
Recipe[s]: Ferratus's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Феррата
Recipe[s]: Ferratus's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Феррата
Recipe[s]: Ferratus's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Феррата
Recipe[s]: Ferratus's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Феррата
Recipe[s]: Ferratus's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Феррата
Recipe[s]: Ferratus's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Феррата
Recipe[s]: Ferratus's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Феррата
Recipe[s]: Ferratus's Guise,[Рецепт|Рецепта|Рецептов]: облик Феррата
Recipe[s]: Ferratus's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Феррата
Recipe[s]: Ferratus's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Феррата
Recipe[s]: Ferratus's Masque,[Рецепт|Рецепта|Рецептов]: маска Феррата
Recipe[s]: Ferratus's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Феррата
Recipe[s]: Ferratus's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Феррата
Recipe[s]: Ferratus's Rabid Insignia,[Рецепт|Рецепта|Рецептов]: инсигния бешеного Феррата
Recipe[s]: Ferratus's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Феррата
Recipe[s]: Ferratus's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Феррата
Recipe[s]: Ferratus's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Феррата
Recipe[s]: Ferratus's Visage,[Рецепт|Рецепта|Рецептов]: лик Феррата
Recipe[s]: Ferratus's Visor,[Рецепт|Рецепта|Рецептов]: забрало Феррата
Recipe[s]: Ferratus's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Феррата
Recipe[s]: Ferratus's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Феррата
Recipe[s]: Festive Fall Tent,[Рецепт|Рецепта|Рецептов]: праздничная осенняя палатка
Recipe[s]: Fiery Dragon Slayer Axe,[Рецепт|Рецепта|Рецептов]: топор пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Dagger,[Рецепт|Рецепта|Рецептов]: кинжал пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Focus,[Рецепт|Рецепта|Рецептов]: Фокус пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Greatsword,[Рецепт|Рецепта|Рецептов]: Двуручный меч пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Hammer,[Рецепт|Рецепта|Рецептов]: Молот пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Longbow,[Рецепт|Рецепта|Рецептов]: длинный лук пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Mace,[Рецепт|Рецепта|Рецептов]: булава пламенного драконоборца
Recipe[s]: Fiery Dragon Slayer Pistol,[Рецепт|Рецепта|Рецептов]: Пылающий драконий пистолет
Recipe[s]: Fiery Dragon Slayer Rifle,[Рецепт|Рецепта|Рецептов]: Пылающая драконья винтовка
Recipe[s]: Fiery Dragon Slayer Scepter,[Рецепт|Рецепта|Рецептов]: Пылающий драконий скипетр
Recipe[s]: Fiery Dragon Slayer Shield,[Рецепт|Рецепта|Рецептов]: Пылающий драконий щит
Recipe[s]: Fiery Dragon Slayer Short Bow,[Рецепт|Рецепта|Рецептов]: Пылающий драконий короткий лук
Recipe[s]: Fiery Dragon Slayer Staff,[Рецепт|Рецепта|Рецептов]: Пылающий драконий посох
Recipe[s]: Fiery Dragon Slayer Sword,[Рецепт|Рецепта|Рецептов]: Пылающий драконий меч
Recipe[s]: Fiery Dragon Slayer Torch,[Рецепт|Рецепта|Рецептов]: Пылающий драконий факел
Recipe[s]: Fiery Dragon Slayer Warhorn,[Рецепт|Рецепта|Рецептов]: Пылающий драконий боевой рог
Recipe[s]: Filtered Honey,[Рецепт|Рецепта|Рецептов]: фильтрованный мёд
Recipe[s]: Fine Rift Motivation,[Рецепт|Рецепта|Рецептов]: тонкая мотивация разлома
Recipe[s]: Finely Tuned Watchwork Mechanism,[Рецепт|Рецепта|Рецептов]: тонко настроенный часовой механизм
Recipe[s]: Finite Result,[Рецепт|Рецепта|Рецептов]: конечный результат
Recipe[s]: Firebreather Chili,[Рецепт|Рецепта|Рецептов]: чили «Огнедышащий»
Recipe[s]: Fishy Rice Bowl,[Рецепт|Рецепта|Рецептов]: рыбная чаша с рисом
Recipe[s]: Flame Legion Focus,[Рецепт|Рецепта|Рецептов]: Фокус Flame Legion
Recipe[s]: Flame Legion Scepter,[Рецепт|Рецепта|Рецептов]: скипетр Flame Legion
Recipe[s]: Flame Legion Staff,[Рецепт|Рецепта|Рецептов]: посох Легиона Пламени
Recipe[s]: Flangeflare (Level 31),[Рецепт|Рецепта|Рецептов]: «Вспышка фланга» (31 уровень)
Recipe[s]: Flangeflare (Level 55),[Рецепт|Рецепта|Рецептов]: «Вспышка фланга» (55 уровень)
Recipe[s]: Flask of Metabolic Primer,[Рецепт|Рецепта|Рецептов]: фляга метаболической подготовки
Recipe[s]: Flask of Utility Primer,[Рецепт|Рецепта|Рецептов]: фляга подготовки к применению
Recipe[s]: Flatbread,[Рецепт|Рецепта|Рецептов]: лепешка
Recipe[s]: Flight of Sushi,[Рецепт|Рецепта|Рецептов]: полёт суши
Recipe[s]: For Science,[Рецепт|Рецепта|Рецептов]: для науки
Recipe[s]: Forgemaster's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник мастера горна
Recipe[s]: Forgemaster's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи мастера горна
Recipe[s]: Forgemaster's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска мастера горна
Recipe[s]: Forgemaster's Doublet,[Рецепт|Рецепта|Рецептов]: дублет мастера горна
Recipe[s]: Forgemaster's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты мастера горна
Recipe[s]: Forgemaster's Footwear,[Рецепт|Рецепта|Рецептов]: обувь мастера горна
Recipe[s]: Forgemaster's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники мастера горна
Recipe[s]: Forgemaster's Grips,[Рецепт|Рецепта|Рецептов]: перчатки мастера горна
Recipe[s]: Forgemaster's Guise,[Рецепт|Рецепта|Рецептов]: облик мастера горна
Recipe[s]: Forgemaster's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска мастера горна
Recipe[s]: Forgemaster's Leggings,[Рецепт|Рецепта|Рецептов]: поножи мастера горна
Recipe[s]: Forgemaster's Masque,[Рецепт|Рецепта|Рецептов]: маска мастера горна
Recipe[s]: Forgemaster's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска мастера горна
Recipe[s]: Forgemaster's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники мастера горна
Recipe[s]: Forgemaster's Rampager Insignia,[Рецепт|Рецепта|Рецептов]: инсигния буяна мастера горна
Recipe[s]: Forgemaster's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье мастера горна
Recipe[s]: Forgemaster's Striders,[Рецепт|Рецепта|Рецептов]: скороходы мастера горна
Recipe[s]: Forgemaster's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники мастера горна
Recipe[s]: Forgemaster's Visage,[Рецепт|Рецепта|Рецептов]: лик мастера горна
Recipe[s]: Forgemaster's Visor,[Рецепт|Рецепта|Рецептов]: забрало мастера горна
Recipe[s]: Forgemaster's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы мастера горна
Recipe[s]: Forgemaster's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи мастера горна
Recipe[s]: Forgotten Brilliance,[Рецепт|Рецепта|Рецептов]: забытое сияние
Recipe[s]: Fragment of Saul's Burden,[Рецепт|Рецепта|Рецептов]: фрагмент бремени Саула
Recipe[s]: Francisca (Level 20),[Рецепт|Рецепта|Рецептов]: франциска (20-й уровень)
Recipe[s]: Fried Banana Chips,[Рецепт|Рецепта|Рецептов]: жареные банановые чипсы
Recipe[s]: Fried Oyster Sandwich,[Рецепт|Рецепта|Рецептов]: жареный сэндвич с устрицами
Recipe[s]: Friendship,[Рецепт|Рецепта|Рецептов]: дружба
Recipe[s]: Frigate,[Рецепт|Рецепта|Рецептов]: фрегат
Recipe[s]: Front Line Stew,[Рецепт|Рецепта|Рецептов]: передовое рагу
Recipe[s]: Furious Maintenance Oil,[Рецепт|Рецепта|Рецептов]: яростное смазочное масло
Recipe[s]: Furious Sharpening Stone,[Рецепт|Рецепта|Рецептов]: яростный точильный камень
Recipe[s]: Furious Tuning Crystal,[Рецепт|Рецепта|Рецептов]: яростный настроечный кристалл
Recipe[s]: Gieve's Plate (Level 71),[Рецепт|Рецепта|Рецептов]: пластина Гива (71-й уровень)
Recipe[s]: Gift Barrel,[Рецепт|Рецепта|Рецептов]: подарочная бочка
Recipe[s]: Gift Levitator,[Рецепт|Рецепта|Рецептов]: подающий Левитатор
Recipe[s]: Gift of Blades,[Рецепт|Рецепта|Рецептов]: подарок из клинков
Recipe[s]: Gift of Blood,[Рецепт|Рецепта|Рецептов]: Дар крови
Recipe[s]: Gift of Bones,[Рецепт|Рецепта|Рецептов]: Дар Костей
Recipe[s]: Gift of Claws,[Рецепт|Рецепта|Рецептов]: Дар когтей
Recipe[s]: Gift of Color,[Рецепт|Рецепта|Рецептов]: Дар Цвета
Recipe[s]: Gift of Darkness,[Рецепт|Рецепта|Рецептов]: Дар Тьмы
Recipe[s]: Gift of Dust,[Рецепт|Рецепта|Рецептов]: Дар Пыли
Recipe[s]: Gift of Energy,[Рецепт|Рецепта|Рецептов]: Дар энергии
Recipe[s]: Gift of Entertainment,[Рецепт|Рецепта|Рецептов]: Дар Развлечений
Recipe[s]: Gift of Fangs,[Рецепт|Рецепта|Рецептов]: Дар Клыков
Recipe[s]: Gift of History,[Рецепт|Рецепта|Рецептов]: Дар истории
Recipe[s]: Gift of Ice,[Рецепт|Рецепта|Рецептов]: Ледяной подарок
Recipe[s]: Gift of Light,[Рецепт|Рецепта|Рецептов]: Дар Света
Recipe[s]: Gift of Lightning,[Рецепт|Рецепта|Рецептов]: Дар молнии
Recipe[s]: Gift of Metal,[Рецепт|Рецепта|Рецептов]: Дар металла
