english,translate
Recipe[s]: Theodosus's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Теодосия
Recipe[s]: Theodosus's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Теодосия
Recipe[s]: Theodosus's Blade,[Рецепт|Рецепта|Рецептов]: клинок Теодосия
Recipe[s]: Theodosus's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Теодосия
Recipe[s]: Theodosus's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Теодосия
Recipe[s]: Theodosus's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Теодосия
Recipe[s]: Theodosus's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Теодосия
Recipe[s]: Theodosus's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Теодосия
Recipe[s]: Theodosus's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Теодосия
Recipe[s]: Theodosus's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Теодосия
Recipe[s]: Theodosus's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Теодосия
Recipe[s]: Theodosus's Razor,[Рецепт|Рецепта|Рецептов]: бритва Теодосия
Recipe[s]: Theodosus's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Теодосия
Recipe[s]: Theodosus's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Теодосия
Recipe[s]: Theodosus's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Теодосия
Recipe[s]: Theodosus's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Теодосия
Recipe[s]: Theodosus's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Теодосия
Recipe[s]: Theodosus's Wand,[Рецепт|Рецепта|Рецептов]: жезл Теодосия
Recipe[s]: Theodosus's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Теодосия
Recipe[s]: Thornthrower (Level 71),[Рецепт|Рецепта|Рецептов]: терношвырятель (Уровень 71)
Recipe[s]: Thunderbluss (Level 20),[Рецепт|Рецепта|Рецептов]: громоблюсс (Уровень 20)
Recipe[s]: Thundering Rhizome (Level 71),[Рецепт|Рецепта|Рецептов]: гремящий корень (Уровень 71)
Recipe[s]: Tier 1 Core,[Рецепт|Рецепта|Рецептов]: Ядро 1-го уровня
Recipe[s]: Tier 10 Core,[Рецепт|Рецепта|Рецептов]: ядро 10-го уровня
Recipe[s]: Tier 2 Core,[Рецепт|Рецепта|Рецептов]: ядро 2-го уровня
Recipe[s]: Tier 3 Core,[Рецепт|Рецепта|Рецептов]: ядро 3-го уровня
Recipe[s]: Tier 4 Core,[Рецепт|Рецепта|Рецептов]: ядро 4-го уровня
Recipe[s]: Tier 5 Core,[Рецепт|Рецепта|Рецептов]: ядро 5-го уровня
Recipe[s]: Tier 6 Core,[Рецепт|Рецепта|Рецептов]: ядро 6-го уровня
Recipe[s]: Tier 7 Core,[Рецепт|Рецепта|Рецептов]: ядро 7-го уровня
Recipe[s]: Tier 8 Core,[Рецепт|Рецепта|Рецептов]: ядро 8-го уровня
Recipe[s]: Tier 9 Core,[Рецепт|Рецепта|Рецептов]: ядро 9-го уровня
Recipe[s]: Tin of Fruitcake,[Рецепт|Рецепта|Рецептов]: банка фруктового кекса
Recipe[s]: Titanplate Heavy Breastplate,[Рецепт|Рецепта|Рецептов]: титановый тяжёлый нагрудник
Recipe[s]: Titanplate Heavy Cuisses,[Рецепт|Рецепта|Рецептов]: титановые тяжёлые набедренники
Recipe[s]: Titanplate Heavy Gauntlets,[Рецепт|Рецепта|Рецептов]: титановые тяжёлые рукавицы
Recipe[s]: Titanplate Heavy Greaves,[Рецепт|Рецепта|Рецептов]: титановые тяжёлые наголенники
Recipe[s]: Titanplate Heavy Helmet,[Рецепт|Рецепта|Рецептов]: титановый тяжёлый шлем
Recipe[s]: Titanplate Heavy Pauldrons,[Рецепт|Рецепта|Рецептов]: титановые тяжёлые наплечники
Recipe[s]: Titanplate Light Cowl,[Рецепт|Рецепта|Рецептов]: титановый лёгкий капюшон
Recipe[s]: Titanplate Light Gloves,[Рецепт|Рецепта|Рецептов]: титановые лёгкие перчатки
Recipe[s]: Titanplate Light Mantle,[Рецепт|Рецепта|Рецептов]: титановая лёгкая накидка
Recipe[s]: Titanplate Light Pants,[Рецепт|Рецепта|Рецептов]: титановые лёгкие штаны
Recipe[s]: Titanplate Light Regalia,[Рецепт|Рецепта|Рецептов]: титановое лёгкое одеяние
Recipe[s]: Titanplate Light Shoes,[Рецепт|Рецепта|Рецептов]: титановые лёгкие туфли
Recipe[s]: Titanplate Medium Boots,[Рецепт|Рецепта|Рецептов]: титановые средние сапоги
Recipe[s]: Titanplate Medium Gloves,[Рецепт|Рецепта|Рецептов]: титановые средние перчатки
Recipe[s]: Titanplate Medium Jacket,[Рецепт|Рецепта|Рецептов]: титановая средняя куртка
Recipe[s]: Titanplate Medium Leggings,[Рецепт|Рецепта|Рецептов]: титановые средние поножи
Recipe[s]: Titanplate Medium Mask,[Рецепт|Рецепта|Рецептов]: титановая средняя маска
Recipe[s]: Titanplate Medium Shoulders,[Рецепт|Рецепта|Рецептов]: титановые средние наплечники
Recipe[s]: Tixx's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Тикса
Recipe[s]: Tixx's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Тикса
Recipe[s]: Tixx's Blade,[Рецепт|Рецепта|Рецептов]: клинок Тикса
Recipe[s]: Tixx's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Тикса
Recipe[s]: Tixx's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Тикса
Recipe[s]: Tixx's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Тикса
Recipe[s]: Tixx's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Тикса
Recipe[s]: Tixx's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Тикса
Recipe[s]: Tixx's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Тикса
Recipe[s]: Tixx's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Тикса
Recipe[s]: Tixx's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Тикса
Recipe[s]: Tixx's Giver's Inscription,[Рецепт|Рецепта|Рецептов]: гравировка дарителя Тикса
Recipe[s]: Tixx's Giver's Insignia,[Рецепт|Рецепта|Рецептов]: инсигния дарителя Тикса
Recipe[s]: Tixx's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Тикса
Recipe[s]: Tixx's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Тикса
Recipe[s]: Tixx's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Тикса
Recipe[s]: Tixx's Guise,[Рецепт|Рецепта|Рецептов]: облик Тикса
Recipe[s]: Tixx's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Тикса
Recipe[s]: Tixx's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Тикса
Recipe[s]: Tixx's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Тикса
Recipe[s]: Tixx's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Тикса
Recipe[s]: Tixx's Masque,[Рецепт|Рецепта|Рецептов]: маска Тикса
Recipe[s]: Tixx's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Тикса
Recipe[s]: Tixx's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Тикса
Recipe[s]: Tixx's Razor,[Рецепт|Рецепта|Рецептов]: бритва Тикса
Recipe[s]: Tixx's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Тикса
Recipe[s]: Tixx's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Тикса
Recipe[s]: Tixx's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Тикса
Recipe[s]: Tixx's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Тикса
Recipe[s]: Tixx's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Тикса
Recipe[s]: Tixx's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Тикса
Recipe[s]: Tixx's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Тикса
Recipe[s]: Tixx's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Тикса
Recipe[s]: Tixx's Visage,[Рецепт|Рецепта|Рецептов]: лик Тикса
Recipe[s]: Tixx's Visor,[Рецепт|Рецепта|Рецептов]: забрало Тикса
Recipe[s]: Tixx's Wand,[Рецепт|Рецепта|Рецептов]: жезл Тикса
Recipe[s]: Tixx's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Тикса
Recipe[s]: Tixx's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Тикса
Recipe[s]: Tixx's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Тикса
Recipe[s]: Tizlak's Commander's Inscription,[Рецепт|Рецепта|Рецептов]: гравировка командира Тизлака
Recipe[s]: Tizlak's Commander's Insignia,[Рецепт|Рецепта|Рецептов]: инсигния командира Тизлака
Recipe[s]: Tlehco,[Рецепт|Рецепта|Рецептов]: тлеко
Recipe[s]: Togo's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Того
Recipe[s]: Togo's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Того
Recipe[s]: Togo's Blade,[Рецепт|Рецепта|Рецептов]: клинок Того
Recipe[s]: Togo's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Того
Recipe[s]: Togo's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Того
Recipe[s]: Togo's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Того
Recipe[s]: Togo's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Того
Recipe[s]: Togo's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Того
Recipe[s]: Togo's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Того
Recipe[s]: Togo's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Того
Recipe[s]: Togo's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Того
Recipe[s]: Togo's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Того
Recipe[s]: Togo's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Того
Recipe[s]: Togo's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Того
Recipe[s]: Togo's Guise,[Рецепт|Рецепта|Рецептов]: облик Того
Recipe[s]: Togo's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Того
Recipe[s]: Togo's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Того
Recipe[s]: Togo's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Того
Recipe[s]: Togo's Inscription,[Рецепт|Рецепта|Рецептов]: гравировка Того
Recipe[s]: Togo's Insignia,[Рецепт|Рецепта|Рецептов]: инсигния Того
Recipe[s]: Togo's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Того
Recipe[s]: Togo's Masque,[Рецепт|Рецепта|Рецептов]: маска Того
Recipe[s]: Togo's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Того
Recipe[s]: Togo's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Того
Recipe[s]: Togo's Razor,[Рецепт|Рецепта|Рецептов]: бритва Того
Recipe[s]: Togo's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Того
Recipe[s]: Togo's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Того
Recipe[s]: Togo's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Того
Recipe[s]: Togo's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Того
Recipe[s]: Togo's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Того
Recipe[s]: Togo's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Того
Recipe[s]: Togo's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Того
Recipe[s]: Togo's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Того
Recipe[s]: Togo's Visage,[Рецепт|Рецепта|Рецептов]: лик Того
Recipe[s]: Togo's Visor,[Рецепт|Рецепта|Рецептов]: забрало Того
Recipe[s]: Togo's Wand,[Рецепт|Рецепта|Рецептов]: жезл Того
Recipe[s]: Togo's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Того
Recipe[s]: Togo's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Того
Recipe[s]: Togo's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Того
Recipe[s]: Tonn's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Тонна
Recipe[s]: Tonn's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Тонна
Recipe[s]: Tonn's Blade,[Рецепт|Рецепта|Рецептов]: клинок Тонна
Recipe[s]: Tonn's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Тонна
Recipe[s]: Tonn's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Тонна
Recipe[s]: Tonn's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Тонна
Recipe[s]: Tonn's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Тонна
Recipe[s]: Tonn's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Тонна
Recipe[s]: Tonn's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Тонна
Recipe[s]: Tonn's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Тонна
Recipe[s]: Tonn's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Тонна
Recipe[s]: Tonn's Razor,[Рецепт|Рецепта|Рецептов]: бритва Тонна
Recipe[s]: Tonn's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Тонна
Recipe[s]: Tonn's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Тонна
Recipe[s]: Tonn's Sentinel Inscription,[Рецепт|Рецепта|Рецептов]: гравировка часового Тонна
Recipe[s]: Tonn's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Тонна
Recipe[s]: Tonn's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Тонна
Recipe[s]: Tonn's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Тонна
Recipe[s]: Tonn's Wand,[Рецепт|Рецепта|Рецептов]: жезл Тонна
Recipe[s]: Tonn's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Тонна
Recipe[s]: Topiary Knife (Level 71),[Рецепт|Рецепта|Рецептов]: Садовый нож (ур. 71)
Recipe[s]: Torch,[Рецепт|Рецепта|Рецептов]: Факел
Recipe[s]: Toxic Maintenance Oil,[Рецепт|Рецепта|Рецептов]: токсичное техническое масло
Recipe[s]: Toxic Sharpening Stone,[Рецепт|Рецепта|Рецептов]: Токсичный точильный камень
Recipe[s]: Toxic Tuning Crystal,[Рецепт|Рецепта|Рецептов]: Токсичный настраивающий кристалл
Recipe[s]: Toxic Tuning Crystal Station,[Рецепт|Рецепта|Рецептов]: Станция токсичных настраивающих кристаллов
Recipe[s]: Trackless Boots (Level 55),[Рецепт|Рецепта|Рецептов]: бесследные сапоги (уровень 55)
Recipe[s]: Trail Mix,[Рецепт|Рецепта|Рецептов]: смесь для перекуса
Recipe[s]: Trailblazer's Intricate Gossamer Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния первопроходца из паутинки
Recipe[s]: Trailblazer's Orichalcum Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная орихалковая гравировка первопроходца
Recipe[s]: Treasure Hunter Protocol,[Рецепт|Рецепта|Рецептов]: протокол Охотника за сокровищами
Recipe[s]: Trickster's Cream Pie,[Рецепт|Рецепта|Рецептов]: крем-Пирог Обманщика
Recipe[s]: Trident,[Рецепт|Рецепта|Рецептов]: трезубец
Recipe[s]: Triktiki Omelet,[Рецепт|Рецепта|Рецептов]: омлет Триктики
Recipe[s]: Triple Trouble Tooth,[Рецепт|Рецепта|Рецептов]: зуб Тройной Беды
Recipe[s]: Trust,[Рецепт|Рецепта|Рецептов]: сапоги Охотника на наград
Recipe[s]: Tuning Crystal Station,[Рецепт|Рецепта|Рецептов]: Станция настройки кристаллов
Recipe[s]: Tuning Icicle,[Рецепт|Рецепта|Рецептов]: Настройка ледяного шипа
Recipe[s]: Turrón Slice,[Рецепт|Рецепта|Рецептов]: кусок Туррона
Recipe[s]: Turtle Pilot Booster,[Рецепт|Рецепта|Рецептов]: ускоритель для пилота черепахи
Recipe[s]: Turtle Siege Enhancer,[Рецепт|Рецепта|Рецептов]: усилитель осады черепахи
Recipe[s]: Twin Largos' Token,[Рецепт|Рецепта|Рецептов]: жетон близнецов Ларгос
Recipe[s]: Twisted Watchwork Portal Device,[Рецепт|Рецепта|Рецептов]: искривленное часовое портальное устройство
Recipe[s]: Tyrian Constellation Almanac,[Рецепт|Рецепта|Рецептов]: альманах тирийских созвездий
Recipe[s]: Unbound,[Рецепт|Рецепта|Рецептов]: развязанный
Recipe[s]: Undersea Wurm Sushi,[Рецепт|Рецепта|Рецептов]: суши из подводного червя
Recipe[s]: Unicorn Statue,[Рецепт|Рецепта|Рецептов]: Статуя единорога
Recipe[s]: Upper Bound,[Рецепт|Рецепта|Рецептов]: Верхняя граница
Recipe[s]: Ura's Token,[Рецепт|Рецепта|Рецептов]: жетон Уры
Recipe[s]: Vale Guardian Pieces,[Рецепт|Рецепта|Рецептов]: части Vale Guardian
Recipe[s]: Valkyrie Darksteel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная гравировка валькирии из тёмной стали
Recipe[s]: Valkyrie Intricate Gossamer Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния валькирии из паутинки
Recipe[s]: Valkyrie Intricate Linen Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния валькирии из льна
Recipe[s]: Valkyrie Intricate Silk Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния валькирии из шёлка
Recipe[s]: Valkyrie Mithril Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная мифриловая гравировка валькирии
Recipe[s]: Valkyrie Orichalcum Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная орихалковая гравировка валькирии
Recipe[s]: Veldrunner Apothecary Insignia,[Рецепт|Рецепта|Рецептов]: инсигния аптекаря Вельдраннера
Recipe[s]: Veldrunner Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Вельдраннера
Recipe[s]: Veldrunner Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Вельдраннера
Recipe[s]: Veldrunner Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Вельдраннера
Recipe[s]: Veldrunner Doublet,[Рецепт|Рецепта|Рецептов]: дублет Вельдраннера
Recipe[s]: Veldrunner Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Вельдраннера
Recipe[s]: Veldrunner Footwear,[Рецепт|Рецепта|Рецептов]: обувь Вельдраннера
Recipe[s]: Veldrunner Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Вельдраннера
Recipe[s]: Veldrunner Grips,[Рецепт|Рецепта|Рецептов]: перчатки Вельдраннера
Recipe[s]: Veldrunner Guise,[Рецепт|Рецепта|Рецептов]: облик Вельдраннера
Recipe[s]: Veldrunner Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Вельдраннера
Recipe[s]: Veldrunner Leggings,[Рецепт|Рецепта|Рецептов]: поножи Вельдраннера
Recipe[s]: Veldrunner Masque,[Рецепт|Рецепта|Рецептов]: маска Вельдраннера
Recipe[s]: Veldrunner Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Вельдраннера
Recipe[s]: Veldrunner Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Вельдраннера
Recipe[s]: Veldrunner Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Вельдраннера
Recipe[s]: Veldrunner Striders,[Рецепт|Рецепта|Рецептов]: скороходы Вельдраннера
Recipe[s]: Veldrunner Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Вельдраннера
Recipe[s]: Veldrunner Visage,[Рецепт|Рецепта|Рецептов]: лик Вельдраннера
Recipe[s]: Veldrunner Visor,[Рецепт|Рецепта|Рецептов]: забрало Вельдраннера
Recipe[s]: Veldrunner Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Вельдраннера
Recipe[s]: Veldrunner Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Вельдраннера
Recipe[s]: Vengeance,[Рецепт|Рецепта|Рецептов]: возмездие
Recipe[s]: Ventari's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Вентари
Recipe[s]: Ventari's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Вентари
Recipe[s]: Ventari's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Вентари
Recipe[s]: Ventari's Nomad Inscription,[Рецепт|Рецепта|Рецептов]: гравировка кочевника Вентари
Recipe[s]: Ventari's Nomad Insignia,[Рецепт|Рецепта|Рецептов]: инсигния кочевника Вентари
Recipe[s]: Verata's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Вераты
