english,translate
Recipe[s]: Zintl Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Зинтля
Recipe[s]: Zintl Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Зинтля
Recipe[s]: Zintl Doublet,[Рецепт|Рецепта|Рецептов]: дублет Зинтля
Recipe[s]: Zintl Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Зинтля
Recipe[s]: Zintl Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Зинтля
Recipe[s]: Zintl Footwear,[Рецепт|Рецепта|Рецептов]: обувь Зинтля
Recipe[s]: Zintl Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Зинтля
Recipe[s]: Zintl Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Зинтля
Recipe[s]: Zintl Grips,[Рецепт|Рецепта|Рецептов]: перчатки Зинтля
Recipe[s]: Zintl Guise,[Рецепт|Рецепта|Рецептов]: облик Зинтля
Recipe[s]: Zintl Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Зинтля
Recipe[s]: Zintl Herald,[Рецепт|Рецепта|Рецептов]: глашатай Зинтля
Recipe[s]: Zintl Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Зинтля
Recipe[s]: Zintl Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Зинтля
Recipe[s]: Zintl Leggings,[Рецепт|Рецепта|Рецептов]: поножи Зинтля
Recipe[s]: Zintl Masque,[Рецепт|Рецепта|Рецептов]: маска Зинтля
Recipe[s]: Zintl Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Зинтля
Recipe[s]: Zintl Musket,[Рецепт|Рецепта|Рецептов]: мушкет Зинтля
Recipe[s]: Zintl Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Зинтля
Recipe[s]: Zintl Razor,[Рецепт|Рецепта|Рецептов]: бритва Зинтля
Recipe[s]: Zintl Reaver,[Рецепт|Рецепта|Рецептов]: жнец Зинтля
Recipe[s]: Zintl Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Зинтля
Recipe[s]: Zintl Shaman Inscription,[Рецепт|Рецепта|Рецептов]: гравировка шамана Зинтля
Recipe[s]: Zintl Shaman Insignia,[Рецепт|Рецепта|Рецептов]: инсигния шамана Зинтля
Recipe[s]: Zintl Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Зинтля
Recipe[s]: Zintl Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Зинтля
Recipe[s]: Zintl Spire,[Рецепт|Рецепта|Рецептов]: шпиль Зинтля
Recipe[s]: Zintl Striders,[Рецепт|Рецепта|Рецептов]: скороходы Зинтля
Recipe[s]: Zintl Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Зинтля
Recipe[s]: Zintl Trident,[Рецепт|Рецепта|Рецептов]: трезубец Зинтля
Recipe[s]: Zintl Visage,[Рецепт|Рецепта|Рецептов]: лик Зинтля
Recipe[s]: Zintl Visor,[Рецепт|Рецепта|Рецептов]: забрало Зинтля
Recipe[s]: Zintl Wand,[Рецепт|Рецепта|Рецептов]: жезл Зинтля
Recipe[s]: Zintl Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Зинтля
Recipe[s]: Zintl Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Зинтля
Recipe[s]: Zintl Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Зинтля
Recipe[s]: Zojja's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Зойи
Recipe[s]: Zojja's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Зойи
Recipe[s]: Zojja's Berserker Inscription,[Рецепт|Рецепта|Рецептов]: гравировка берсерка Зойи
Recipe[s]: Zojja's Berserker Insignia,[Рецепт|Рецепта|Рецептов]: инсигния берсерка Зойи
Recipe[s]: Zojja's Blade,[Рецепт|Рецепта|Рецептов]: клинок Зойи
Recipe[s]: Zojja's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Зойи
Recipe[s]: Zojja's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Зойи
Recipe[s]: Zojja's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Зойи
Recipe[s]: Zojja's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Зойи
Recipe[s]: Zojja's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Зойи
Recipe[s]: Zojja's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Зойи
Recipe[s]: Zojja's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Зойи
Recipe[s]: Zojja's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Зойи
Recipe[s]: Zojja's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Зойи
Recipe[s]: Zojja's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Зойи
Recipe[s]: Zojja's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Зойи
Recipe[s]: Zojja's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Зойи
Recipe[s]: Zojja's Guise,[Рецепт|Рецепта|Рецептов]: облик Зойи
Recipe[s]: Zojja's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Зойи
Recipe[s]: Zojja's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Зойи
Recipe[s]: Zojja's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Зойи
Recipe[s]: Zojja's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Зойи
Recipe[s]: Zojja's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Зойи
Recipe[s]: Zojja's Masque,[Рецепт|Рецепта|Рецептов]: маска Зойи
Recipe[s]: Zojja's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Зойи
Recipe[s]: Zojja's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Зойи
Recipe[s]: Zojja's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Зойи
Recipe[s]: Zojja's Razor,[Рецепт|Рецепта|Рецептов]: бритва Зойи
Recipe[s]: Zojja's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Зойи
Recipe[s]: Zojja's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Зойи
Recipe[s]: Zojja's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Зойи
Recipe[s]: Zojja's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Зойи
Recipe[s]: Zojja's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Зойи
Recipe[s]: Zojja's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Зойи
Recipe[s]: Zojja's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Зойи
Recipe[s]: Zojja's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Зойи
Recipe[s]: Zojja's Visage,[Рецепт|Рецепта|Рецептов]: лик Зойи
Recipe[s]: Zojja's Visor,[Рецепт|Рецепта|Рецептов]: забрало Зойи
Recipe[s]: Zojja's Wand,[Рецепт|Рецепта|Рецептов]: жезл Зойи
Recipe[s]: Zojja's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Зойи
Recipe[s]: Zojja's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Зойи
Recipe[s]: Zojja's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Зойи
Recipes and Gathering Tools,Рецепты и инструменты для сбора
Recipes for mystic motes and mystic aspects can now be purchased from crafting instructors in Lion's Arch.,Рецепты мистических частиц и мистических аспектов теперь можно приобрести у наставников по ремеслу в Львином Архиве.
Recipes Unlocked for Simple Olmakhan Bandolier,Рецепты открыты для простого бандольера олмаханов
Reckless Advance,Безрассудный выпад
Reckless Volley,Безрассудный залп
Reckless-Style Boxing,Бокс в безрассудном стиле
Reckoner's<br>Terrace,Терраса<br>Счетовода
Reclaim Knowledge,Восстановить знания
Reclaimed Bonds Mount Adoption License[s],[Лицензия|Лицензии|Лицензий] на приобретение скакуна «Восстановленные узы»
Reclaimed Bonds Mount Select License[s],[Лицензия|Лицензии|Лицензий] на выбор скакуна «Восстановленные узы»
"Reclaimed Chantry, Jahai Bluffs","Восстановленная часовня, Утёсы Джахай"
Reclaimed Metal Plate[s],[Пластина|Пластины|Пластин] из восстановленного металла
Reclaimed Supply Pile,Куча восстановленных припасов
Reclaimed Wood Chunk[s],[Кусок|Куска|Кусков] восстановленного дерева
Reclaimed Wraith,Восстановленный призрак
Recoil in surprise.,Отпрянуть от неожиданности.
"Recollection[""s""] of the Bearkin's Adversaries",[Воспоминание|Воспоминания|Воспоминаний] о противниках Медвежьего рода
"Recollection[""s""] of the Bearkin's Hunts",[Воспоминание|Воспоминания|Воспоминаний] об охотах Медвежьего рода
Recollection[s] of the Bearkin's Victories,[Воспоминание|Воспоминания|Воспоминаний] о победах Медвежьего рода
Recommended by our staff.,Рекомендовано нашими сотрудниками.
Recommended Level: %num1%,Рекомендуемый уровень: %num1%
Recommended Players:,Рекомендуемые игроки:
Recommended Players:,Рекомендуемые игроки:
Recommended Players: %num1%–%num2%,Рекомендуемые игроки: %num1%–%num2%
Recon Abandoned,Разведка заброшена
Recon run has completed.,Запуск разведки завершён.
Recon Zeetoktin,Разведка Зиитоктина
Reconfigurable Construct Greatsword Skin[s],[Облик|Облика|Обликов] двуручного меча «Перенастраиваемый конструкт»
Reconnaissance Patrol Destination,Пункт назначения разведывательного патруля
Reconnect Sigil,Сигил переподключения
Reconstructor Blast,Взрыв реконструктора
Record combat protocols while helping MinSec capture Usoku's Watchtower in Seitung Province's North Peninsula.,"Запишите протоколы боя, помогая MinSec захватить Usoku's Watchtower на North Peninsula провинции Сейтун."
Record Data,Записать данные
Record data. NOTE: Storage space limited. Only high-value entries will be stored.,Записать данные. ПРИМЕЧАНИЕ: Место для хранения ограничено. Будут сохранены только ценные записи.
Record of Ascendance,Запись о вознесении
Record of High Researcher Darda,Запись о старшем исследователе Дарде
Record of High Sower Anthos,Запись о старшем сеятеле Антосе
Record of Inquisitor Thomas,Запись об инквизиторе Томасе
Record of Manikaz,Запись о Маниказе
Record[s] of League Participation,[Запись|Записи|Записей] об участии в лиге
Record[s] of League Victories,[Запись|Записи|Записей] о победах в лиге
Recorded the symbols on the keystone at Lake Lutgardis.,Записаны символы на краеугольном камне у Lake Lutgardis.
Recorded the symbols on the keystone at Saint Anjeka's Shrine.,Записаны символы на краеугольном камне у святилища Святой Анжеки.
Recorded the symbols on the keystone at the Tangled Altar.,Записаны символы на краеугольном камне у Спутанного алтаря.
Recording 1 (Scarlet's Playhouse),Запись 1 (Игровой домик Скарлет)
Recording 1 (The Evacuation of Lion's Arch ),Запись 1 (Эвакуация Lion's Arch)
Recording 1 (The Tower of Nightmares),Запись 1 (Tower of Nightmares)
Recording 2 (Scarlet's End),Запись 2 (Конец Скарлет)
Recording 2 (Scarlet's Playhouse),Запись 2 (Игровой домик Скарлет)
Recording 2 (The Nightmare Ends),Запись 2 (Кошмар заканчивается)
Recording Device[s],[Устройство|Устройства|Устройств] записи
Records from the Arcane Council,Записи Arcane Council
Records from the Arcane Council (Picking Up the Pieces),Записи Arcane Council (Собирая осколки)
Records of the Deaths of the Elder Dragons,Записи о гибели Старших драконов
Recover batteries and deposit them into the power bank at the top of the lab.,Восстановите батареи и поместите их в блок питания наверху лаборатории.
Recover journal entry 1.,Восстановите запись журнала 1.
Recover journal entry 2.,Восстановите запись журнала 2.
Recover journal entry 3.,Восстановите запись журнала 3.
Recover journal entry 4.,Восстановите запись журнала 4.
Recover journal entry 5.,Восстановите запись журнала 5.
Recover journal entry 6.,Восстановите запись журнала 6.
Recover journal entry 7.,Восстановите запись журнала 7.
Recover one of the sunken weapon crates in the Sanguine Bay of Bloodtide Coast.,Найдите один из затонувших ящиков с оружием в Кровавом заливе на Bloodtide Coast.
Recover the cursed treasure to the north.,Найдите проклятое сокровище на севере.
Recover the cursed treasure to the south.,Найдите проклятое сокровище на юге.
Recover the fragment of confusion.,Верните фрагмент замешательства.
Recover the fragment of doubt.,Верните фрагмент сомнения.
Recover the fragment of guilt.,Верните фрагмент вины.
Recover the fragment of pain.,Верните фрагмент боли.
Recover the fragment of regret.,Верните фрагмент сожаления.
Recover the fragment of terror.,Верните фрагмент ужаса.
Recover the shard stolen by the Keepers of the Elements.,"Верните осколок, украденный Хранителями Стихий."
Recover the stolen shard from the trolls in Risewild Hills.,Верните украденный осколок у троллей в Землях Восходящей Пустоши.
Recover the sunken treasure from the Wreck of the Argent Warrior in Sparkfly Fen.,Верните затонувшее сокровище с обломков «Серебряного воина» в Топях Искромуха.
Recover the treasure on the sunken ship in Bloodtide Coast.,Верните сокровище с затонувшего корабля на Bloodtide Coast.
Recover this rune from the corrupted facet legendary bounty in Crystal Oasis.,"Верните эту руну, победив легендарную порченую грань в Crystal Oasis."
Recover Transmuted<br>Original Items,Восстановить преобразованные<br>исходные предметы
Recover Upgrades<br>With No Damage!,Восстановить улучшения<br>Без повреждений!
Recover Zinn's eighth recording.,Восстановите восьмую запись Зинна.
Recover Zinn's eleventh recording.,Восстановите одиннадцатую запись Зинна.
Recover Zinn's fifth recording.,Восстановите пятую запись Зинна.
Recover Zinn's first recording.,Восстановите первую запись Зинна.
Recover Zinn's fourteenth recording.,Восстановите четырнадцатую запись Зинна.
Recover Zinn's fourth recording.,Восстановите четвёртую запись Зинна.
Recover Zinn's ninth recording.,Восстановите девятую запись Зинна.
Recover Zinn's second recording.,Восстановите вторую запись Зинна.
Recover Zinn's seventh recording.,Восстановите седьмую запись Зинна.
Recover Zinn's sixth recording.,Восстановите шестую запись Зинна.
Recover Zinn's tenth recording.,Восстановите десятую запись Зинна.
Recover Zinn's third recording.,Восстановите третью запись Зинна.
Recover Zinn's thirteenth recording.,Восстановите тринадцатую запись Зинна.
Recover Zinn's twelfth recording.,Восстановите двенадцатую запись Зинна.
Recovered %num1%/%num2% Badges,Восстановлено %num1%/%num2% значков
Recovered %num1%/%num2% pieces of Elonian armor.,Восстановлено %num1%/%num2% частей элонской брони.
Recovered %num1%/%num2% Relics,Восстановлено %num1%/%num2% реликвий
Recovered Bava Nisos Rewards Box,Коробка восстановленных наград Бава-Нисоса
"Recovered Black Lion Goods[pl:""Goods""]",[Восстановленные товары Black Lion|Восстановленных товаров Black Lion|Восстановленных товаров Black Lion]
Recovered Cannons,Восстановленные пушки
Recovered Citadel of Zakiros Rewards Box,Коробка восстановленных наград Citadel of Zakiros
Recovered Convergence Rewards Box,Коробка восстановленных наград Схождения
Recovered Hover Engine[s],[Восстановленный парящий двигатель|Восстановленных парящих двигателя|Восстановленных парящих двигателей]
Recovered Items,Восстановленные предметы
Recovered Order of Whispers Seal[s],[Восстановленная печать|Восстановленных печати|Восстановленных печатей] Order of Whispers
Recovered Priory Seal[s],[Восстановленная печать|Восстановленных печати|Восстановленных печатей] Приората
Recovered Recipe[s]: Mistpiercer,[Восстановленный рецепт|Восстановленного рецепта|Восстановленных рецептов]: «Туманобой»
Recovered Rewards Box,Коробка восстановленных наград
"Recovered Tool Box[pl:""Boxes""]",[Восстановленная коробка с инструментами|Восстановленных коробки с инструментами|Восстановленных коробок с инструментами]
Recovered Vigil Seal[s],[Восстановленная печать|Восстановленных печати|Восстановленных печатей] Дозора
Recovering from Fright,Восстановление после испуга
Recovery Mushrooms,Восстановительные грибы
Recovery Package[s],Восстановительный [пакет|пакета|пакетов]
Recreation Room Floor Fragment[s],[Фрагмент|Фрагмента|Фрагментов] пола комнаты отдыха
Recreation Room Reward,Награда комнаты отдыха
Recruit additional guards to protect the castle and hire a Trading Post merchant.,Нанять дополнительную стражу для защиты замка и торговца Trading Post.
Recruit additional guards to protect the keep and hire a Trading Post merchant.,Нанять дополнительную стражу для защиты крепости и торговца Trading Post.
Recruit additional guards to protect the objective and hire a Trading Post merchant.,Нанять дополнительную стражу для защиты цели и торговца Trading Post.
Recruit additional guards to protect the objective.,Нанять дополнительную стражу для защиты цели.
Recruit additional guards to protect the tower.,Нанять дополнительную стражу для защиты башни.
Recruit Arif,Рекрут Ариф
Recruit Asim,Рекрут Асим
Recruit Chaima,Рекрут Чайма
Recruit Guards and Trading Post,Нанять стражу и торговца Trading Post
Recruit Hetty,Рекрут Хетти
Recruit Outfitter,Нанять снаряжателя
Recruit Services,Услуги найма
Recruit Siegemaster,Нанять осадного мастера
"Recruit,General Almorra Soulkeeper has issued orders to rendezvous at the Vigil Headquarters in Lion's Arch. There, I'll brief you on the directives for your first mission: assisting me with a difficulty at the fortress of Ebonhawke. The General's taken a personal interest in you. I trust you'll live up to her expectations.Welcome to the Vigil.—Warmaster Forgal Kernsson","Новобранец, генерал Алморра Хранительница Душ отдала приказ собраться в штабе Дозора в Lion's Arch. Там я введу вас в курс дела по вашему первому заданию: помочь мне с проблемой в крепости Эбонсок. Генерал лично заинтересована в вас. Надеюсь, вы оправдаете её ожидания.Добро пожаловать в Дозор.—Военачальник Форгаль Кернссон"
Recruiting Allies,Вербовка союзников
Recruiting the Grawl,Вербовка граулов
Recruiting the Hylek,Вербовка хилеков
Recruiting the Ogres,Вербовка огров
Recruiting the Quaggans,Вербовка квагганов
Recruiting the Skritt,Вербовка скриттов
Recruits a general-goods vendor to the objective.,Вербует торговца общими товарами для цели.
Recruits a siege-weapon vendor to the objective.,Вербует торговца осадными орудиями для цели.
"Recruits a siege-weapon vendor, a banker, and an armor reinforcer to the objective.","Вербует торговца осадными орудиями, банкира и усилителя брони для цели."
Recruits additional guards to protect the objective.,Вербует дополнительных стражников для защиты цели.
Recruits guards to escort the camp's dolyak caravans.,Вербует стражников для сопровождения караванов дольяков лагеря.
Rectangular Planter[s],Прямоугольное кашпо
Recycler: Dragonite Ore,Переработчик: драконитовая руда
Red Attunement,Красная настройка
Red Balloon[s],Красный [шар|шара|шаров]
Red Barracks,Красные казармы
Red Base,Красная база
Red Base Waypoint,Путевая точка красной базы
Red Bauble #1,Красная безделушка №1
Red Bauble #2,Красная безделушка №2
Red Bauble #3,Красная безделушка №3
