english,translate
Recipe[s]: Hronk's Wand,[Рецепт|Рецепта|Рецептов]: жезл Хронка
Recipe[s]: Hronk's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Хронка
Recipe[s]: Hronk's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Хронка
Recipe[s]: Hronk's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Хронка
Recipe[s]: Hue (Level 31),[Рецепт|Рецепта|Рецептов]: оттенок (Уровень 31)
Recipe[s]: Hue (Level 55),[Рецепт|Рецепта|Рецептов]: оттенок (Уровень 55)
Recipe[s]: Hunter's Intricate Cotton Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния охотника из хлопка
Recipe[s]: Hunter's Intricate Wool Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния охотника из шерсти
Recipe[s]: Hunter's Iron Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная железная гравировка охотника
Recipe[s]: Hunter's Steel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная стальная гравировка охотника
Recipe[s]: Hylek Beaded Necklace,[Рецепт|Рецепта|Рецептов]: хилекское бисерное ожерелье
Recipe[s]: Hylek Maintenance Oil,[Рецепт|Рецепта|Рецептов]: хилекское техническое масло
Recipe[s]: Hymenoptera,[Рецепт|Рецепта|Рецептов]: перепончатокрылые
Recipe[s]: Hypothesis,[Рецепт|Рецепта|Рецептов]: гипотеза
Recipe[s]: Icy Dragon Slayer Axe,[Рецепт|Рецепта|Рецептов]: Ледяной топор драконоборца
Recipe[s]: Icy Dragon Slayer Dagger,[Рецепт|Рецепта|Рецептов]: Ледяной кинжал Убийцы драконов
Recipe[s]: Icy Dragon Slayer Focus,[Рецепт|Рецепта|Рецептов]: Ледяной фокус Убийцы драконов
Recipe[s]: Icy Dragon Slayer Greatsword,[Рецепт|Рецепта|Рецептов]: Ледяной двуручный меч Убийцы драконов
Recipe[s]: Icy Dragon Slayer Hammer,[Рецепт|Рецепта|Рецептов]: Ледяной молот Убийцы драконов
Recipe[s]: Icy Dragon Slayer Longbow,[Рецепт|Рецепта|Рецептов]: Ледяной длинный лук Убийцы драконов
Recipe[s]: Icy Dragon Slayer Mace,[Рецепт|Рецепта|Рецептов]: Ледяная булава Убийцы драконов
Recipe[s]: Icy Dragon Slayer Pistol,[Рецепт|Рецепта|Рецептов]: Ледяной пистолет Убийцы драконов
Recipe[s]: Icy Dragon Slayer Rifle,[Рецепт|Рецепта|Рецептов]: Ледяная винтовка Убийцы драконов
Recipe[s]: Icy Dragon Slayer Scepter,[Рецепт|Рецепта|Рецептов]: Ледяной скипетр Убийцы драконов
Recipe[s]: Icy Dragon Slayer Shield,[Рецепт|Рецепта|Рецептов]: Ледяной щит Убийцы драконов
Recipe[s]: Icy Dragon Slayer Short Bow,[Рецепт|Рецепта|Рецептов]: Ледяной короткий лук Убийцы драконов
Recipe[s]: Icy Dragon Slayer Staff,[Рецепт|Рецепта|Рецептов]: Ледяной посох Убийцы драконов
Recipe[s]: Icy Dragon Slayer Sword,[Рецепт|Рецепта|Рецептов]: Ледяной меч Убийцы драконов
Recipe[s]: Icy Dragon Slayer Torch,[Рецепт|Рецепта|Рецептов]: Ледяной факел Убийцы драконов
Recipe[s]: Icy Dragon Slayer Warhorn,[Рецепт|Рецепта|Рецептов]: Ледяной боевой рог Убийцы драконов
Recipe[s]: Illuminated Boreal Axe,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный топор
Recipe[s]: Illuminated Boreal Dagger,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный кинжал
Recipe[s]: Illuminated Boreal Focus,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный фокус
Recipe[s]: Illuminated Boreal Greatsword,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный двуручный меч
Recipe[s]: Illuminated Boreal Hammer,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный молот
Recipe[s]: Illuminated Boreal Longbow,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный длинный лук
Recipe[s]: Illuminated Boreal Mace,[Рецепт|Рецепта|Рецептов]: озаренная Бореальная булава
Recipe[s]: Illuminated Boreal Pistol,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный пистолет
Recipe[s]: Illuminated Boreal Rifle,[Рецепт|Рецепта|Рецептов]: озаренная Бореальная винтовка
Recipe[s]: Illuminated Boreal Scepter,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный скипетр
Recipe[s]: Illuminated Boreal Shield,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный щит
Recipe[s]: Illuminated Boreal Short Bow,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный короткий лук
Recipe[s]: Illuminated Boreal Staff,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный посох
Recipe[s]: Illuminated Boreal Sword,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный меч
Recipe[s]: Illuminated Boreal Torch,[Рецепт|Рецепта|Рецептов]: озаренный Бореальный факел
Recipe[s]: Illuminated Boreal Warhorn,[Рецепт|Рецепта|Рецептов]: озарённый бореальный боевой рог
Recipe[s]: Illuminator,[Рецепт|Рецепта|Рецептов]: осветитель
Recipe[s]: Impaled Prisoner,[Рецепт|Рецепта|Рецептов]: пронзённый узник
Recipe[s]: Improvised Bulwark (Level 13),[Рецепт|Рецепта|Рецептов]: импровизированный бастион (13-го уровня)
Recipe[s]: Improvised Bulwark (Level 8),[Рецепт|Рецепта|Рецептов]: импровизированный бастион (8 уровень)
Recipe[s]: Imuthi's Coracoid (Level 71),[Рецепт|Рецепта|Рецептов]: коракоид Имути (Уровень 71)
Recipe[s]: Imuthi's Femurs (Level 71),[Рецепт|Рецепта|Рецептов]: бедренная кость Имути (Уровень 71)
Recipe[s]: Imuthi's Occipitus (Level 71),[Рецепт|Рецепта|Рецептов]: затылочная кость Имути (Уровень 71)
Recipe[s]: Imuthi's Phalanges (Level 71),[Рецепт|Рецепта|Рецептов]: фаланги Имути (Уровень 71)
Recipe[s]: Imuthi's Tarsals (Level 71),[Рецепт|Рецепта|Рецептов]: предплюсневые кости Имути (Уровень 71)
Recipe[s]: Imuthi's Thorax (Level 71),[Рецепт|Рецепта|Рецептов]: грудная клетка Имути (Уровень 71)
Recipe[s]: Inconnu's Paw (Level 55),[Рецепт|Рецепта|Рецептов]: лапа Инконню (Уровень 55)
Recipe[s]: Inconspicuous Dungarees (Level 55),[Рецепт|Рецепта|Рецептов]: незаметные штаны (55-го уровня)
Recipe[s]: Incubation Box,[Рецепт|Рецепта|Рецептов]: инкубационная коробка
Recipe[s]: Indigo Mushroom Milkshake,[Рецепт|Рецепта|Рецептов]: молочный коктейль из индиговых грибов
Recipe[s]: Invar,[Рецепт|Рецепта|Рецептов]: инвар
Recipe[s]: Iron Legion Boots,[Рецепт|Рецепта|Рецептов]: сапоги Iron Legion
Recipe[s]: Iron Legion Coat,[Рецепт|Рецепта|Рецептов]: куртка Iron Legion
Recipe[s]: Iron Legion Combat Blade,[Рецепт|Рецепта|Рецептов]: Боевой клинок Железного легиона
Recipe[s]: Iron Legion Flamesaw,[Рецепт|Рецепта|Рецептов]: пламенная пила Железного легиона
Recipe[s]: Iron Legion Gloves,[Рецепт|Рецепта|Рецептов]: перчатки Iron Legion
Recipe[s]: Iron Legion Helm,[Рецепт|Рецепта|Рецептов]: Шлем Iron Legion
Recipe[s]: Iron Legion Leggings,[Рецепт|Рецепта|Рецептов]: поножи Iron Legion
Recipe[s]: Iron Legion Longshot,[Рецепт|Рецепта|Рецептов]: дальнобойный Железного легиона
Recipe[s]: Iron Legion Pistol,[Рецепт|Рецепта|Рецептов]: пистолет Железного легиона
Recipe[s]: Iron Legion Staff,[Рецепт|Рецепта|Рецептов]: Посох Железного легиона
Recipe[s]: Irradiated Focus,[Рецепт|Рецепта|Рецептов]: облучённый фокус
Recipe[s]: Irradiated Pistol,[Рецепт|Рецепта|Рецептов]: облучённый пистолет
Recipe[s]: Irradiated Sword,[Рецепт|Рецепта|Рецептов]: облучённый меч
Recipe[s]: Irresistible Javalinas (Level 71),[Рецепт|Рецепта|Рецептов]: неотразимые дротики (уровень 71)
Recipe[s]: Island Pudding,[Рецепт|Рецепта|Рецептов]: островной пудинг
Recipe[s]: Jade Bot Basic Skiff Supercharger,[Рецепт|Рецепта|Рецептов]: Базовый ускоритель скифа нефритового бота
Recipe[s]: Jade Bot Gliding Booster,[Рецепт|Рецепта|Рецептов]: ускоритель планирования нефритового бота
Recipe[s]: Jade Bot Mount Energy Booster,[Рецепт|Рецепта|Рецептов]: усилитель энергии скакуна нефритового бота
Recipe[s]: Jade Bot Workbench,[Рецепт|Рецепта|Рецептов]: Верстак нефритового бота
Recipe[s]: Jade Orichalcum Amulet,[Рецепт|Рецепта|Рецептов]: Нефритовый орихалковый амулет
Recipe[s]: Jade Orichalcum Earring,[Рецепт|Рецепта|Рецептов]: Нефритовая орихалковая серьга
Recipe[s]: Jade Orichalcum Ring,[Рецепт|Рецепта|Рецептов]: Нефритовое орихалковое кольцо
Recipe[s]: Jade Punk Axe,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-топор
Recipe[s]: Jade Punk Dagger,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-кинжал
Recipe[s]: Jade Punk Focus,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-фокус
Recipe[s]: Jade Punk Greatsword,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-двуручный меч
Recipe[s]: Jade Punk Hammer,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-молот
Recipe[s]: Jade Punk Longbow,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-длинный лук
Recipe[s]: Jade Punk Mace,[Рецепт|Рецепта|Рецептов]: Нефритовый панк-булава
Recipe[s]: Jade Punk Pistol,[Рецепт|Рецепта|Рецептов]: нефритовый панк-пистолет
Recipe[s]: Jade Punk Rifle,[Рецепт|Рецепта|Рецептов]: нефритовая панк-винтовка
Recipe[s]: Jade Punk Scepter,[Рецепт|Рецепта|Рецептов]: нефритовый панк-скипетр
Recipe[s]: Jade Punk Shield,[Рецепт|Рецепта|Рецептов]: нефритовый панк-щит
Recipe[s]: Jade Punk Short Bow,[Рецепт|Рецепта|Рецептов]: нефритовый панк-короткий лук
Recipe[s]: Jade Punk Staff,[Рецепт|Рецепта|Рецептов]: нефритовый панк-посох
Recipe[s]: Jade Punk Sword,[Рецепт|Рецепта|Рецептов]: нефритовый панк-меч
Recipe[s]: Jade Punk Torch,[Рецепт|Рецепта|Рецептов]: нефритовый панк-факел
Recipe[s]: Jade Punk Warhorn,[Рецепт|Рецепта|Рецептов]: боевой рог «Нефритовый панк»
Recipe[s]: Jade Tech Axe,[Рецепт|Рецепта|Рецептов]: нефритовый техно-топор
Recipe[s]: Jade Tech Coat,[Рецепт|Рецепта|Рецептов]: нефритовое техно-куртка
Recipe[s]: Jade Tech Cuirass,[Рецепт|Рецепта|Рецептов]: нефритовый техно-кираса
Recipe[s]: Jade Tech Dagger,[Рецепт|Рецепта|Рецептов]: нефритовый техно-кинжал
Recipe[s]: Jade Tech Focus,[Рецепт|Рецепта|Рецептов]: нефритовый техно-фокус
Recipe[s]: Jade Tech Gauntlets,[Рецепт|Рецепта|Рецептов]: нефритовые техно-перчатки
Recipe[s]: Jade Tech Greatsword,[Рецепт|Рецепта|Рецептов]: нефритовый двуручный меч
Recipe[s]: Jade Tech Hammer,[Рецепт|Рецепта|Рецептов]: нефритовый молот
Recipe[s]: Jade Tech Hat,[Рецепт|Рецепта|Рецептов]: нефритовая шляпа
Recipe[s]: Jade Tech Heavy Boots,[Рецепт|Рецепта|Рецептов]: нефритовые тяжёлые ботинки
Recipe[s]: Jade Tech Heavy Leggings,[Рецепт|Рецепта|Рецептов]: нефритовые тяжёлые поножи
Recipe[s]: Jade Tech Helmet,[Рецепт|Рецепта|Рецептов]: нефритовый шлем
Recipe[s]: Jade Tech Light Boots,[Рецепт|Рецепта|Рецептов]: нефритовые лёгкие ботинки
Recipe[s]: Jade Tech Light Gloves,[Рецепт|Рецепта|Рецептов]: нефритовые лёгкие перчатки
Recipe[s]: Jade Tech Light Shoulderpads,[Рецепт|Рецепта|Рецептов]: нефритовые лёгкие наплечники
Recipe[s]: Jade Tech Longbow,[Рецепт|Рецепта|Рецептов]: нефритовый длинный лук
Recipe[s]: Jade Tech Mace,[Рецепт|Рецепта|Рецептов]: нефритовая булава
Recipe[s]: Jade Tech Masque,[Рецепт|Рецепта|Рецептов]: нефритовая маска
Recipe[s]: Jade Tech Medium Boots,[Рецепт|Рецепта|Рецептов]: нефритовые средние ботинки
Recipe[s]: Jade Tech Medium Gloves,[Рецепт|Рецепта|Рецептов]: нефритовые средние перчатки
Recipe[s]: Jade Tech Medium Leggings,[Рецепт|Рецепта|Рецептов]: нефритовые средние поножи
Recipe[s]: Jade Tech Medium Shoulderpads,[Рецепт|Рецепта|Рецептов]: жадеитовые средние наплечники
Recipe[s]: Jade Tech Pauldrons,[Рецепт|Рецепта|Рецептов]: жадеитовые наплечники
Recipe[s]: Jade Tech Pistol,[Рецепт|Рецепта|Рецептов]: жадеитовый пистолет
Recipe[s]: Jade Tech Rifle,[Рецепт|Рецепта|Рецептов]: жадеитовая винтовка
Recipe[s]: Jade Tech Scepter,[Рецепт|Рецепта|Рецептов]: жадеитовый скипетр
Recipe[s]: Jade Tech Shield,[Рецепт|Рецепта|Рецептов]: жадеитовый щит
Recipe[s]: Jade Tech Short Bow,[Рецепт|Рецепта|Рецептов]: жадеитовый короткий лук
Recipe[s]: Jade Tech Skirt,[Рецепт|Рецепта|Рецептов]: жадеитовая юбка
Recipe[s]: Jade Tech Staff,[Рецепт|Рецепта|Рецептов]: жадеитовый посох
Recipe[s]: Jade Tech Sword,[Рецепт|Рецепта|Рецептов]: жадеитовый меч
Recipe[s]: Jade Tech Torch,[Рецепт|Рецепта|Рецептов]: жадеитовый факел
Recipe[s]: Jade Tech Vest,[Рецепт|Рецепта|Рецептов]: жадеитовый жилет
Recipe[s]: Jade Tech Warhorn,[Рецепт|Рецепта|Рецептов]: жадеитовый боевой рог
Recipe[s]: Jar of Blue Paint,[Рецепт|Рецепта|Рецептов]: [банка|банки|банок] синей краски
Recipe[s]: Jar of Green Paint,[Рецепт|Рецепта|Рецептов]: [банка|банки|банок] зелёной краски
Recipe[s]: Jar of Orange Paint,[Рецепт|Рецепта|Рецептов]: банка оранжевой краски
Recipe[s]: Jar of Purple Paint,[Рецепт|Рецепта|Рецептов]: банка фиолетовой краски
Recipe[s]: Jar of Red Paint,[Рецепт|Рецепта|Рецептов]: банка красной краски
Recipe[s]: Jar of Yellow Paint,[Рецепт|Рецепта|Рецептов]: банка жёлтой краски
Recipe[s]: Jerk Poultry and Nopal Flatbread Sandwich,[Рецепт|Рецепта|Рецептов]: сэндвич из жареной птицы и лепёшки с нопалем
Recipe[s]: Jerk Poultry Flatbread Sandwich,[Рецепт|Рецепта|Рецептов]: сэндвич с пряной птицей на лепёшке
Recipe[s]: Jorms Plush,[Рецепт|Рецепта|Рецептов]: плюшевая игрушка «Джормс»
Recipe[s]: Karka Toughness Station,[Рецепт|Рецепта|Рецептов]: Станция стойкости карка
Recipe[s]: Kastaz Strongpaw Stuffed Poultry,[Рецепт|Рецепта|Рецептов]: фаршированная птица «Кастаз Сильная Лапа»
Recipe[s]: Keep Construct Rubble,[Рецепт|Рецепта|Рецептов]: обломки Конструкта крепости
Recipe[s]: Keeper's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Хранителя
Recipe[s]: Keeper's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Хранителя
Recipe[s]: Keeper's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Хранителя
Recipe[s]: Kessene Wreath (Level 31),[Рецепт|Рецепта|Рецептов]: венок Кессене (31-й уровень)
Recipe[s]: Kessene Wreath (Level 55),[Рецепт|Рецепта|Рецептов]: венок Кессене (55-й уровень)
Recipe[s]: Kid Gloves (Level 20),[Рецепт|Рецепта|Рецептов]: «Детские перчатки» (20-й уровень)
Recipe[s]: Kid Gloves (Level 31),[Рецепт|Рецепта|Рецептов]: «Детские перчатки» (31-й уровень)
Recipe[s]: Kimchi Pancakes,[Рецепт|Рецепта|Рецептов]: «Кимчи-блинчики»
Recipe[s]: Kimchi Tofu Stew,[Рецепт|Рецепта|Рецептов]: «Кимчи-тушенка с тофу»
Recipe[s]: Knight's Darksteel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная гравировка рыцаря из тёмной стали
Recipe[s]: Knight's Intricate Gossamer Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния рыцаря из паутинки
Recipe[s]: Knight's Intricate Linen Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния рыцаря из льна
Recipe[s]: Knight's Intricate Silk Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния рыцаря из шёлка
Recipe[s]: Knight's Mithril Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная мифриловая гравировка рыцаря
Recipe[s]: Knight's Orichalcum Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная орихалковая гравировка рыцаря
Recipe[s]: Krait Focusing Crystal,[Рецепт|Рецепта|Рецептов]: «Фокусирующий кристалл крайта»
Recipe[s]: Krait Tuning Crystal,[Рецепт|Рецепта|Рецептов]: «Настроечный кристалл крайта»
Recipe[s]: Kralkatite Ingot,[Рецепт|Рецепта|Рецептов]: «Слиток кралкатита»
Recipe[s]: Lake Doric Mussels,[Рецепт|Рецепта|Рецептов]: «Мидии из озера Дорик»
Recipe[s]: Lament,[Рецепт|Рецепта|Рецептов]: «Плач»
Recipe[s]: Lampyridae,[Рецепт|Рецепта|Рецептов]: лампириды
Recipe[s]: Laranthir's Vigilant Inscription,[Рецепт|Рецепта|Рецептов]: гравировка бдительного Ларантира
Recipe[s]: Laranthir's Vigilant Insignia,[Рецепт|Рецепта|Рецептов]: инсигния бдительного Ларантира
Recipe[s]: Largos Platform,[Рецепт|Рецепта|Рецептов]: Платформа ларгос
Recipe[s]: Latrodectus,[Рецепт|Рецепта|Рецептов]: латродектус
Recipe[s]: Leftpaw's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Леволапа
Recipe[s]: Leftpaw's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Леволапа
Recipe[s]: Leftpaw's Blade,[Рецепт|Рецепта|Рецептов]: клинок Леволапа
Recipe[s]: Leftpaw's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Леволапа
Recipe[s]: Leftpaw's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Леволапа
Recipe[s]: Leftpaw's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Леволапа
Recipe[s]: Leftpaw's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Леволапа
Recipe[s]: Leftpaw's Cloth Breather,[Рецепт|Рецепта|Рецептов]: тканевая дыхательная маска Леволапа
Recipe[s]: Leftpaw's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Леволапа
Recipe[s]: Leftpaw's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Леволапа
Recipe[s]: Leftpaw's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Леволапа
Recipe[s]: Leftpaw's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Леволапа
Recipe[s]: Leftpaw's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Леволапа
Recipe[s]: Leftpaw's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Леволапа
Recipe[s]: Leftpaw's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Леволапа
Recipe[s]: Leftpaw's Guise,[Рецепт|Рецепта|Рецептов]: облик Леволапа
Recipe[s]: Leftpaw's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Леволапа
Recipe[s]: Leftpaw's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Леволапа
Recipe[s]: Leftpaw's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Леволапа
Recipe[s]: Leftpaw's Leather Breather,[Рецепт|Рецепта|Рецептов]: кожаная дыхательная маска Леволапа
Recipe[s]: Leftpaw's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Леволапа
Recipe[s]: Leftpaw's Masque,[Рецепт|Рецепта|Рецептов]: маска Леволапа
Recipe[s]: Leftpaw's Metal Breather,[Рецепт|Рецепта|Рецептов]: металлическая дыхательная маска Леволапа
Recipe[s]: Leftpaw's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Леволапа
Recipe[s]: Leftpaw's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Леволапа
Recipe[s]: Leftpaw's Razor,[Рецепт|Рецепта|Рецептов]: бритва Леволапа
Recipe[s]: Leftpaw's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Леволапа
Recipe[s]: Leftpaw's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Леволапа
Recipe[s]: Leftpaw's Settler Inscription,[Рецепт|Рецепта|Рецептов]: гравировка поселенца Леволапа
Recipe[s]: Leftpaw's Settler Insignia,[Рецепт|Рецепта|Рецептов]: инсигния поселенца Лаполева
Recipe[s]: Leftpaw's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Леволапа
Recipe[s]: Leftpaw's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Леволапа
Recipe[s]: Leftpaw's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Леволапа
Recipe[s]: Leftpaw's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Леволапа
Recipe[s]: Leftpaw's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Леволапа
Recipe[s]: Leftpaw's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Леволапа
Recipe[s]: Leftpaw's Visage,[Рецепт|Рецепта|Рецептов]: лик Леволапа
Recipe[s]: Leftpaw's Visor,[Рецепт|Рецепта|Рецептов]: забрало Леволапа
Recipe[s]: Leftpaw's Wand,[Рецепт|Рецепта|Рецептов]: жезл Леволапа
Recipe[s]: Leftpaw's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Леволапа
Recipe[s]: Leftpaw's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Леволапа
Recipe[s]: Leftpaw's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Леволапа
Recipe[s]: Legendary Inscription,[Рецепт|Рецепта|Рецептов]: легендарная гравировка
Recipe[s]: Legendary Obsidian Armor,[Рецепт|Рецепта|Рецептов]: Легендарная обсидиановая броня
Recipe[s]: Leopard Totem,[Рецепт|Рецепта|Рецептов]: тотема леопарда
Recipe[s]: Leopard's Bite (Level 20),[Рецепт|Рецепта|Рецептов]: укус леопарда (20 ур.)
Recipe[s]: Lepidoptera,[Рецепт|Рецепта|Рецептов]: чешуекрылые
Recipe[s]: Li'l Letter Opener (Level 13),[Рецепт|Рецепта|Рецептов]: Маленький конверторез (13 ур.)
Recipe[s]: Li'l Letter Opener (Level 8),[Рецепт|Рецепта|Рецептов]: Маленький конверторез (8 ур.)
Recipe[s]: Light of Dwayna,[Рецепт|Рецепта|Рецептов]: Свет Дуэйны
Recipe[s]: Light-Blue Wintersday Gift,[Рецепт|Рецепта|Рецептов]: светло-голубой подарок Зимнего дня
Recipe[s]: Lightborne Axe,[Рецепт|Рецепта|Рецептов]: Светоносный топор
Recipe[s]: Lightborne Dagger,[Рецепт|Рецепта|Рецептов]: Светоносный кинжал
Recipe[s]: Lightborne Focus,[Рецепт|Рецепта|Рецептов]: Светоносный фокус
Recipe[s]: Lightborne Greatsword,[Рецепт|Рецепта|Рецептов]: Светоносный двуручный меч
Recipe[s]: Lightborne Hammer,[Рецепт|Рецепта|Рецептов]: сверхсветлый молот
Recipe[s]: Lightborne Longbow,[Рецепт|Рецепта|Рецептов]: длинный лук Светящейся Зари
Recipe[s]: Lightborne Mace,[Рецепт|Рецепта|Рецептов]: булава Светящейся Зари
Recipe[s]: Lightborne Pistol,[Рецепт|Рецепта|Рецептов]: сверхсветлый пистолет
Recipe[s]: Lightborne Rifle,[Рецепт|Рецепта|Рецептов]: винтовка Светящегося
Recipe[s]: Lightborne Scepter,[Рецепт|Рецепта|Рецептов]: Скипетр Светящегося
