english,translate
Recipe[s]: Occam's Razor,[Рецепт|Рецепта|Рецептов]: бритва Оккама
Recipe[s]: Occam's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Оккама
Recipe[s]: Occam's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Оккама
Recipe[s]: Occam's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Оккама
Recipe[s]: Occam's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Оккама
Recipe[s]: Occam's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Оккама
Recipe[s]: Occam's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Оккама
Recipe[s]: Occam's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Оккама
Recipe[s]: Occam's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Оккама
Recipe[s]: Occam's Visage,[Рецепт|Рецепта|Рецептов]: лик Оккама
Recipe[s]: Occam's Visor,[Рецепт|Рецепта|Рецептов]: забрало Оккама
Recipe[s]: Occam's Wand,[Рецепт|Рецепта|Рецептов]: жезл Оккама
Recipe[s]: Occam's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Оккама
Recipe[s]: Occam's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Оккама
Recipe[s]: Occam's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Оккама
Recipe[s]: Odonata,[Рецепт|Рецепта|Рецептов]: стрекозы
Recipe[s]: Ogre Sharpening Stone,[Рецепт|Рецепта|Рецептов]: огровской точильной плиты
Recipe[s]: Ominous Fortress Buttress,[Рецепт|Рецепта|Рецептов]: подпорка Мрачной крепости
Recipe[s]: Ominous Fortress Ruins—Left,[Рецепт|Рецепта|Рецептов]: Руины Мрачной крепости — Левая сторона
Recipe[s]: Ominous Fortress Ruins—Right,Рецепты: Мрачные руины форта—Справа
Recipe[s]: Ooze Terrarium,[Рецепт|Рецепта|Рецептов]: террариум из слизи
Recipe[s]: Ornate Armor Stand,[Рецепт|Рецепта|Рецептов]: изящная подставка для брони
Recipe[s]: Ornate Guild Boots,[Рецепт|Рецепта|Рецептов]: изысканные сапоги гильдии
Recipe[s]: Ornate Guild Breastplate,[Рецепт|Рецепта|Рецептов]: Изысканный нагрудник гильдии
Recipe[s]: Ornate Guild Cowl,[Рецепт|Рецепта|Рецептов]: Изысканный капюшон гильдии
Recipe[s]: Ornate Guild Gauntlets,[Рецепт|Рецепта|Рецептов]: изысканные рукавицы гильдии
Recipe[s]: Ornate Guild Gloves,[Рецепт|Рецепта|Рецептов]: изысканные перчатки гильдии
Recipe[s]: Ornate Guild Greaves,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские наголенники
Recipe[s]: Ornate Guild Helmet,[Рецепт|Рецепта|Рецептов]: украшенный гильдейский шлем
Recipe[s]: Ornate Guild Jerkin,[Рецепт|Рецепта|Рецептов]: украшенный гильдейский камзол
Recipe[s]: Ornate Guild Leggings,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские поножи
Recipe[s]: Ornate Guild Mantle,[Рецепт|Рецепта|Рецептов]: украшенная гильдейская накидка
Recipe[s]: Ornate Guild Mask,[Рецепт|Рецепта|Рецептов]: украшенная гильдейская маска
Recipe[s]: Ornate Guild Pants,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские штаны
Recipe[s]: Ornate Guild Pauldrons,[Рецепт|Рецепта|Рецептов]: изысканные наплечники гильдии
Recipe[s]: Ornate Guild Shoes,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские ботинки
Recipe[s]: Ornate Guild Shoulderpads,[Рецепт|Рецепта|Рецептов]: изысканные оплечья гильдии
Recipe[s]: Ornate Guild Tassets,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские набедренники
Recipe[s]: Ornate Guild Vambraces,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские наручи
Recipe[s]: Ornate Guild Vestments,[Рецепт|Рецепта|Рецептов]: украшенные гильдейские одеяния
Recipe[s]: Orthoptera,[Рецепт|Рецепта|Рецептов]: прямокрылые
Recipe[s]: Ossa's Artifact,[Рецепт|Рецепта|Рецептов]: артефакт Оссы
Recipe[s]: Ossa's Bastion,[Рецепт|Рецепта|Рецептов]: бастион Оссы
Recipe[s]: Ossa's Blade,[Рецепт|Рецепта|Рецептов]: клинок Оссы
Recipe[s]: Ossa's Brazier,[Рецепт|Рецепта|Рецептов]: жаровня Оссы
Recipe[s]: Ossa's Breastplate,[Рецепт|Рецепта|Рецептов]: нагрудник Оссы
Recipe[s]: Ossa's Breeches,[Рецепт|Рецепта|Рецептов]: бриджи Оссы
Recipe[s]: Ossa's Claymore,[Рецепт|Рецепта|Рецептов]: клеймор Оссы
Recipe[s]: Ossa's Crusader Inscription,[Рецепт|Рецепта|Рецептов]: гравировка крестоносца Оссы
Recipe[s]: Ossa's Crusader Insignia,[Рецепт|Рецепта|Рецептов]: инсигния крестоносца Оссы
Recipe[s]: Ossa's Doublet,[Рецепт|Рецепта|Рецептов]: дублет Оссы
Recipe[s]: Ossa's Epaulets,[Рецепт|Рецепта|Рецептов]: эполеты Оссы
Recipe[s]: Ossa's Flanged Mace,[Рецепт|Рецепта|Рецептов]: фланцевая булава Оссы
Recipe[s]: Ossa's Footwear,[Рецепт|Рецепта|Рецептов]: обувь Оссы
Recipe[s]: Ossa's Greatbow,[Рецепт|Рецепта|Рецептов]: большой лук Оссы
Recipe[s]: Ossa's Greaves,[Рецепт|Рецепта|Рецептов]: наголенники Оссы
Recipe[s]: Ossa's Grips,[Рецепт|Рецепта|Рецептов]: перчатки Оссы
Recipe[s]: Ossa's Guise,[Рецепт|Рецепта|Рецептов]: облик Оссы
Recipe[s]: Ossa's Harpoon Gun,[Рецепт|Рецепта|Рецептов]: гарпунное ружьё Оссы
Recipe[s]: Ossa's Herald,[Рецепт|Рецепта|Рецептов]: глашатай Оссы
Recipe[s]: Ossa's Impaler,[Рецепт|Рецепта|Рецептов]: пронзатель Оссы
Recipe[s]: Ossa's Leggings,[Рецепт|Рецепта|Рецептов]: поножи Оссы
Recipe[s]: Ossa's Masque,[Рецепт|Рецепта|Рецептов]: маска Оссы
Recipe[s]: Ossa's Musket,[Рецепт|Рецепта|Рецептов]: мушкет Оссы
Recipe[s]: Ossa's Pauldrons,[Рецепт|Рецепта|Рецептов]: наплечники Оссы
Recipe[s]: Ossa's Razor,[Рецепт|Рецепта|Рецептов]: бритва Оссы
Recipe[s]: Ossa's Reaver,[Рецепт|Рецепта|Рецептов]: жнец Оссы
Recipe[s]: Ossa's Revolver,[Рецепт|Рецепта|Рецептов]: револьвер Оссы
Recipe[s]: Ossa's Short Bow,[Рецепт|Рецепта|Рецептов]: короткий лук Оссы
Recipe[s]: Ossa's Shoulderguard,[Рецепт|Рецепта|Рецептов]: оплечье Оссы
Recipe[s]: Ossa's Spire,[Рецепт|Рецепта|Рецептов]: шпиль Оссы
Recipe[s]: Ossa's Striders,[Рецепт|Рецепта|Рецептов]: скороходы Оссы
Recipe[s]: Ossa's Tassets,[Рецепт|Рецепта|Рецептов]: набедренники Оссы
Recipe[s]: Ossa's Trident,[Рецепт|Рецепта|Рецептов]: трезубец Оссы
Recipe[s]: Ossa's Visage,[Рецепт|Рецепта|Рецептов]: лик Оссы
Recipe[s]: Ossa's Visor,[Рецепт|Рецепта|Рецептов]: забрало Оссы
Recipe[s]: Ossa's Wand,[Рецепт|Рецепта|Рецептов]: жезл Оссы
Recipe[s]: Ossa's Warfists,[Рецепт|Рецепта|Рецептов]: боевые рукавицы Оссы
Recipe[s]: Ossa's Warhammer,[Рецепт|Рецепта|Рецептов]: боевой молот Оссы
Recipe[s]: Ossa's Wristguards,[Рецепт|Рецепта|Рецептов]: наручи Оссы
Recipe[s]: Ostholz's Brace (Level 20),[Рецепт|Рецепта|Рецептов]: подпорка Остхольца (20-го уровня)
Recipe[s]: Ostholz's Brace (Level 31),[Рецепт|Рецепта|Рецептов]: подпорка Остхольца (уровень 31)
Recipe[s]: Ostholz's Britches (Level 20),[Рецепт|Рецепта|Рецептов]: Штаны Остхольца (20-го уровня)
Recipe[s]: Ostholz's Britches (Level 31),[Рецепт|Рецепта|Рецептов]: Штаны Остхольца (31 уровень)
Recipe[s]: Ostholz's Duster (Level 20),[Рецепт|Рецепта|Рецептов]: щётка Остхольца (20-го уровня)
Recipe[s]: Ostholz's Duster (Level 31),[Рецепт|Рецепта|Рецептов]: щётка Остхольца (31 уровень)
Recipe[s]: Ostholz's Kickers (Level 20),[Рецепт|Рецепта|Рецептов]: сапоги Остхольца (20-го уровня)
Recipe[s]: Ostholz's Kickers (Level 31),[Рецепт|Рецепта|Рецептов]: ботинки Остхольца (Ур. 31)
Recipe[s]: Ostholz's Rag (Level 20),[Рецепт|Рецепта|Рецептов]: тряпка Остхольца (Ур. 20)
Recipe[s]: Ostholz's Rag (Level 31),[Рецепт|Рецепта|Рецептов]: тряпка Остхольца (Ур. 31)
Recipe[s]: Ostholz's Work Gloves (Level 20),[Рецепт|Рецепта|Рецептов]: рабочие перчатки Остхольца (Ур. 20)
Recipe[s]: Ostholz's Work Gloves (Level 31),[Рецепт|Рецепта|Рецептов]: рабочие перчатки Остхольца (Ур. 31)
Recipe[s]: Outrider Stew,[Рецепт|Рецепта|Рецептов]: похлёбка разведчика
Recipe[s]: Owl Amulet,[Рецепт|Рецепта|Рецептов]: амулет совы
Recipe[s]: Oxenblade (Level 20),[Рецепт|Рецепта|Рецептов]: оксенблейд (Ур. 20)
Recipe[s]: Oysters with Cocktail Sauce,[Рецепт|Рецепта|Рецептов]: устрицы с коктейльным соусом
Recipe[s]: Oysters with Pesto Sauce,[Рецепт|Рецепта|Рецептов]: устрицы с соусом песто
Recipe[s]: Oysters with Spicy Sauce,[Рецепт|Рецепта|Рецептов]: устрицы с острым соусом
Recipe[s]: Oysters with Zesty Sauce,[Рецепт|Рецепта|Рецептов]: устрицы с пикантным соусом
Recipe[s]: Pahua's Trailblazer's Inscription,[Рецепт|Рецепта|Рецептов]: гравировка первопроходца Пахуа
Recipe[s]: Pahua's Trailblazer's Insignia,[Рецепт|Рецепта|Рецептов]: инсигния первопроходца Пахуа
Recipe[s]: Paintbrush,[Рецепт|Рецепта|Рецептов]: кисть
Recipe[s]: Papillon (Level 71),[Рецепт|Рецепта|Рецептов]: папийон (Уровень 71)
Recipe[s]: Peppermint Oil,[Рецепт|Рецепта|Рецептов]: мятное масло
Recipe[s]: Perpetual Energy Coil,[Рецепт|Рецепта|Рецептов]: Катушка вечной энергии
Recipe[s]: Pike's Ambition (Level 55),[Рецепт|Рецепта|Рецептов]: честолюбие Пайка (Уровень 55)
Recipe[s]: Pile of Jerk Spices,[Рецепт|Рецепта|Рецептов]: горсть пряностей Джерк
Recipe[s]: Pious Pinion (Level 55),[Рецепт|Рецепта|Рецептов]: благочестивое перо (Уровень 55)
Recipe[s]: Plaguedoctor's Draconic Boots,[Рецепт|Рецепта|Рецептов]: драконьи сапоги чумного доктора
Recipe[s]: Plaguedoctor's Draconic Coat,[Рецепт|Рецепта|Рецептов]: драконья куртка чумного доктора
Recipe[s]: Plaguedoctor's Draconic Gauntlets,[Рецепт|Рецепта|Рецептов]: драконьи латные перчатки чумного доктора
Recipe[s]: Plaguedoctor's Draconic Helm,[Рецепт|Рецепта|Рецептов]: драконий шлем чумного доктора
Recipe[s]: Plaguedoctor's Draconic Legs,[Рецепт|Рецепта|Рецептов]: драконьи поножи чумного доктора
Recipe[s]: Plaguedoctor's Draconic Pauldrons,[Рецепт|Рецепта|Рецептов]: драконьи наплечники чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Boots,[Рецепт|Рецепта|Рецептов]: расписные сапоги чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Coat,[Рецепт|Рецепта|Рецептов]: расписная куртка чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Gloves,[Рецепт|Рецепта|Рецептов]: расписные перчатки чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Helm,[Рецепт|Рецепта|Рецептов]: расписной шлем чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Pants,[Рецепт|Рецепта|Рецептов]: расписные штаны чумного доктора
Recipe[s]: Plaguedoctor's Emblazoned Shoulders,[Рецепт|Рецепта|Рецептов]: расписные наплечники чумного доктора
Recipe[s]: Plaguedoctor's Exalted Boots,[Рецепт|Рецепта|Рецептов]: возвышенные сапоги чумного доктора
Recipe[s]: Plaguedoctor's Exalted Coat,[Рецепт|Рецепта|Рецептов]: возвышенная куртка чумного доктора
Recipe[s]: Plaguedoctor's Exalted Gloves,[Рецепт|Рецепта|Рецептов]: возвышенные перчатки чумного доктора
Recipe[s]: Plaguedoctor's Exalted Mantle,[Рецепт|Рецепта|Рецептов]: возвышенная мантия чумного доктора
Recipe[s]: Plaguedoctor's Exalted Masque,[Рецепт|Рецепта|Рецептов]: возвышенная маска чумного доктора
Recipe[s]: Plaguedoctor's Exalted Pants,[Рецепт|Рецепта|Рецептов]: возвышенные штаны чумного доктора
Recipe[s]: Plaguedoctor's Pearl Bludgeoner,[Рецепт|Рецепта|Рецептов]: жемчужная дубина чумного доктора
Recipe[s]: Plaguedoctor's Pearl Blunderbuss,[Рецепт|Рецепта|Рецептов]: жемчужный мушкетон чумного доктора
Recipe[s]: Plaguedoctor's Pearl Brazier,[Рецепт|Рецепта|Рецептов]: жемчужная жаровня чумного доктора
Recipe[s]: Plaguedoctor's Pearl Broadsword,[Рецепт|Рецепта|Рецептов]: жемчужный палаш чумного доктора
Recipe[s]: Plaguedoctor's Pearl Carver,[Рецепт|Рецепта|Рецептов]: жемчужный резак чумного доктора
Recipe[s]: Plaguedoctor's Pearl Conch,[Рецепт|Рецепта|Рецептов]: жемчужная раковина чумного доктора
Recipe[s]: Plaguedoctor's Pearl Crusher,[Рецепт|Рецепта|Рецептов]: жемчужный крушитель чумного доктора
Recipe[s]: Plaguedoctor's Pearl Handcannon,[Рецепт|Рецепта|Рецептов]: жемчужная ручная пушка чумного доктора
Recipe[s]: Plaguedoctor's Pearl Impaler,[Рецепт|Рецепта|Рецептов]: жемчужный пронзатель чумного доктора
Recipe[s]: Plaguedoctor's Pearl Needler,[Рецепт|Рецепта|Рецептов]: жемчужный игломёт чумного доктора
Recipe[s]: Plaguedoctor's Pearl Quarterstaff,[Рецепт|Рецепта|Рецептов]: жемчужный посох чумного доктора
Recipe[s]: Plaguedoctor's Pearl Reaver,[Рецепт|Рецепта|Рецептов]: жемчужный жнец чумного доктора
Recipe[s]: Plaguedoctor's Pearl Rod,[Рецепт|Рецепта|Рецептов]: жемчужный жезл чумного доктора
Recipe[s]: Plaguedoctor's Pearl Sabre,[Рецепт|Рецепта|Рецептов]: жемчужная сабля чумного доктора
Recipe[s]: Plaguedoctor's Pearl Shell,[Рецепт|Рецепта|Рецептов]: жемчужная ракушка чумного доктора
Recipe[s]: Plaguedoctor's Pearl Siren,[Рецепт|Рецепта|Рецептов]: жемчужная сирена чумного доктора
Recipe[s]: Plaguedoctor's Pearl Speargun,[Рецепт|Рецепта|Рецептов]: жемчужное копьеружьё чумного доктора
Recipe[s]: Plaguedoctor's Pearl Stinger,[Рецепт|Рецепта|Рецептов]: жемчужное жало чумного доктора
Recipe[s]: Plaguedoctor's Pearl Trident,[Рецепт|Рецепта|Рецептов]: жемчужный трезубец чумного доктора
Recipe[s]: Plastic Spider Tonic,[Рецепт|Рецепта|Рецептов]: эликсир пластикового паука
Recipe[s]: Plate of Beef Rendang,[Рецепт|Рецепта|Рецептов]: тарелка говядины ренданг
Recipe[s]: Plate of Crispy Fish Pancakes,[Рецепт|Рецепта|Рецептов]: тарелка хрустящих рыбных блинчиков
Recipe[s]: Plate of Frostgorge Clams,[Рецепт|Рецепта|Рецептов]: тарелка морозных моллюсков
Recipe[s]: Plate of Imperial Palace Special,[Рецепт|Рецепта|Рецептов]: тарелка особого блюда императорского дворца
Recipe[s]: Plate of Jerk Poultry,[Рецепт|Рецепта|Рецептов]: тарелка острой курицы по-ямайски
Recipe[s]: Plate of Meaty Plant Food,[Рецепт|Рецепта|Рецептов]: тарелка мясной растительной пищи
Recipe[s]: Plate of Mussels Gnashblade,[Рецепт|Рецепта|Рецептов]: тарелка мидий Гнашиблейда
Recipe[s]: Plate of Oysters Gnashblade,[Рецепт|Рецепта|Рецептов]: тарелка устриц Гнашиблейда
Recipe[s]: Plate of Piquant Plant Food,[Рецепт|Рецепта|Рецептов]: тарелка острой растительной пищи
Recipe[s]: Plate of Spicy Herbed Chicken,[Рецепт|Рецепта|Рецептов]: тарелка острой курицы с травами
Recipe[s]: Plush Ess,[Рецепт|Рецепта|Рецептов]: мягкая игрушка Эсс
Recipe[s]: Plush Primo,[Рецепт|Рецепта|Рецептов]: мягкий Примо
Recipe[s]: Poacher's Shot (Level 13),[Рецепт|Рецепта|Рецептов]: «Удар охотника» (13-й уровень)
Recipe[s]: Poacher's Shot (Level 8),[Рецепт|Рецепта|Рецептов]: «Удар охотника» (8 уровень)
Recipe[s]: Polished-Resin Orichalcum Amulet,[Рецепт|Рецепта|Рецептов]: ожерелье из орхалка с полимерной смолой
Recipe[s]: Polished-Resin Orichalcum Earring,[Рецепт|Рецепта|Рецептов]: полированное украшение из орихалкового сплава для ушей
Recipe[s]: Polished-Resin Orichalcum Ring,[Рецепт|Рецепта|Рецептов]: Кольцо из полированного янтаря
Recipe[s]: Potent Lucent Oil,[Рецепт|Рецепта|Рецептов]: мощное светящееся масло
Recipe[s]: Potent Master Maintenance Oil,[Рецепт|Рецепта|Рецептов]: [Мощноее|Мощноееё|Мощноеих] масло для Технического обслуживания
Recipe[s]: Potent Master Tuning Crystals,Рецепт: [Мощныйий|Мощныйие|Мощныйих] кристалл настройки
Recipe[s]: Potent Superior Sharpening Stones,[Рецепт|Рецепта|Рецептов]: мощные улучшенные точильные камни
Recipe[s]: Potion of Azantil,[Рецепт|Рецепта|Рецептов]: зелье Азантиля
Recipe[s]: Powerful Potion of Branded Slaying,[Рецепт|Рецепта|Рецептов]: мощное зелье клеймёного убийства
Recipe[s]: Powerful Potion of Mordrem Slaying,[Рецепт|Рецепта|Рецептов]: мощное зелье для уничтожения мордрем
Recipe[s]: Powerful Potion of Slaying Scarlet's Armies,[Рецепт|Рецепта|Рецептов]: мощное зелье для уничтожения войск Скарлет.
Recipe[s]: Prickly Pear Pie,[Рецепт|Рецепта|Рецептов]: пирог с опунцией
Recipe[s]: Prickly Pear Sorbet,[Рецепт|Рецепта|Рецептов]: сорбет из опунции
Recipe[s]: Pride of Arms (Level 31),[Рецепт|Рецепта|Рецептов]: «Гордость оружия» (уровень 31)
Recipe[s]: Pride of Arms (Level 55),[Рецепт|Рецепта|Рецептов]: «Гордость оружия» (55-й уровень)
Recipe[s]: Primal Cultivar (Level 71),[Рецепт|Рецепта|Рецептов]: Первобытный культиватор (71 уровень)
Recipe[s]: Prince's Praise (Level 31),[Рецепт|Рецепта|Рецептов]: хвала принца (Уровень 31)
Recipe[s]: Prince's Praise (Level 55),[Рецепт|Рецепта|Рецептов]: хвала принца (Уровень 55)
Recipe[s]: Prismatium Ingot,[Рецепт|Рецепта|Рецептов]: слиток призматия
Recipe[s]: Processional Flame (Level 13),[Рецепт|Рецепта|Рецептов]: ритуальный факел (13 уровень)
Recipe[s]: Processional Flame (Level 8),[Рецепт|Рецепта|Рецептов]: ритуальный факел (8 уровень)
Recipe[s]: Pumpkin Oil,[Рецепт|Рецепта|Рецептов]: тыквенное масло
Recipe[s]: Purified Rift Essence,[Рецепт|Рецепта|Рецептов]: очищенная эссенция разлома
Recipe[s]: Qadim Pylon,[Рецепт|Рецепта|Рецептов]: Пилон Кадима
Recipe[s]: Qadim's Token,[Рецепт|Рецепта|Рецептов]: жетон Кадима
Recipe[s]: Queen's Retort (Level 31),[Рецепт|Рецепта|Рецептов]: ответ королевы (Уровень 31)
Recipe[s]: Queen's Retort (Level 55),[Рецепт|Рецепта|Рецептов]: ответ королевы (Уровень 55)
Recipe[s]: Quiche of Darkness,[Рецепт|Рецепта|Рецептов]: киш тьмы
Recipe[s]: Quiet Leather Leggings,[Рецепт|Рецепта|Рецептов]: Тихие кожаные поножи
Recipe[s]: Ragamuffin Bandana (Level 13),[Рецепт|Рецепта|Рецептов]: бандана оборванца (Уровень 13)
Recipe[s]: Ragamuffin Bandana (Level 8),[Рецепт|Рецепта|Рецептов]: бандана оборванца (Уровень 8)
Recipe[s]: Ragamuffin Cape (Level 13),[Рецепт|Рецепта|Рецептов]: Плащ оборванца (13-й уровень)
Recipe[s]: Ragamuffin Cape (Level 8),[Рецепт|Рецепта|Рецептов]: Плащ оборванца (8-й уровень)
Recipe[s]: Ragamuffin Grips (Level 13),[Рецепт|Рецепта|Рецептов]: наручи оборванца (13-й уровень)
Recipe[s]: Ragamuffin Grips (Level 8),[Рецепт|Рецепта|Рецептов]: наручи оборванца (8-й уровень)
Recipe[s]: Ragamuffin Pads (Level 13),[Рецепт|Рецепта|Рецептов]: накладки оборванца (13-й уровень)
Recipe[s]: Ragamuffin Pads (Level 8),[Рецепт|Рецепта|Рецептов]: накладки оборванца (8-й уровень)
Recipe[s]: Ragamuffin Slacks (Level 13),[Рецепт|Рецепта|Рецептов]: Штаны оборванца (13-й уровень)
Recipe[s]: Ragamuffin Slacks (Level 8),[Рецепт|Рецепта|Рецептов]: Штаны оборванца (8-й уровень)
Recipe[s]: Ragamuffin Toeshoes (Level 13),[Рецепт|Рецепта|Рецептов]: башмаки оборванца (13-й уровень)
Recipe[s]: Ragamuffin Toeshoes (Level 8),[Рецепт|Рецепта|Рецептов]: башмаки оборванца (8-й уровень)
Recipe[s]: Ram's Sigh (Level 13),[Рецепт|Рецепта|Рецептов]: вздох барана (13-й уровень)
Recipe[s]: Ram's Sigh (Level 8),[Рецепт|Рецепта|Рецептов]: вздох барана (8-й уровень)
Recipe[s]: Rampager's Darksteel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная гравировка буяна из тёмной стали
Recipe[s]: Rampager's Intricate Gossamer Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния буяна из паутинки
Recipe[s]: Rampager's Intricate Linen Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния буяна из льна
Recipe[s]: Rampager's Intricate Silk Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния буяна из шёлка
Recipe[s]: Rampager's Mithril Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная мифриловая гравировка буяна
Recipe[s]: Rampager's Orichalcum Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная орихалковая гравировка буяна
Recipe[s]: Rare Rift Motivation,[Рецепт|Рецепта|Рецептов]: редкая мотивация разлома
Recipe[s]: Raspberry Pie,[Рецепт|Рецепта|Рецептов]: Малиновый пирог
Recipe[s]: Rattling Cage (Level 20),[Рецепт|Рецепта|Рецептов]: гремучая клетка (Уровень 20)
Recipe[s]: Rattling Cage (Level 31),[Рецепт|Рецепта|Рецептов]: гремучая клетка (Уровень 31)
Recipe[s]: Ravaging Intricate Cotton Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния опустошающего из хлопка
Recipe[s]: Ravaging Intricate Wool Insignia,[Рецепт|Рецепта|Рецептов]: искусная инсигния опустошающего из шерсти
Recipe[s]: Ravaging Iron Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная железная гравировка опустошающего
Recipe[s]: Ravaging Steel Imbued Inscription,[Рецепт|Рецепта|Рецептов]: пропитанная стальная гравировка опустошающего
